unit,nace_r2,na_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
PCH_SAME_PERS_NSA,M_N,EMP_DC,FI	0.1 	-0.8 	3.8 	3.3 	3.1 	4.2 	4.1 	2.4 	2.0 	2.7 	2.2 	3.8 
PCH_SAME_PERS_NSA,M_N,EMP_DC,FR	1.0 	2.0 	2.6 	2.8 	3.1 	3.5 	4.0 	5.1 	5.7 	5.7 	5.1 	3.7 
PCH_SAME_PERS_NSA,M_N,EMP_DC,HR	6.7 d	7.4 d	1.6 d	16.2 d	23.9 d	17.3 d	3.6 d	-10.4 d	-4.7 d	2.0 d	14.8 d	16.0 d
PCH_SAME_PERS_NSA,M_N,EMP_DC,HU	5.9 	4.9 	6.6 	7.1 	6.7 	6.1 	6.1 	5.6 	4.1 	4.1 	4.1 	5.1 
PCH_SAME_PERS_NSA,M_N,EMP_DC,IE	5.8 	3.7 	7.2 	5.9 	1.8 	3.4 	5.4 	4.9 	1.7 	2.9 	6.8 	12.2 
PCH_SAME_PERS_NSA,M_N,EMP_DC,IS	7.3 p	7.6 p	9.2 p	12.3 p	15.4 p	16.1 p	14.2 p	11.0 p	9.6 p	7.2 p	4.5 p	4.7 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,IT	3.7 	1.9 	2.1 	2.3 	2.4 	1.8 	1.6 	0.8 	1.8 	4.0 	4.6 	5.9 
PCH_SAME_PERS_NSA,M_N,EMP_DC,LT	1.0 	8.4 	15.0 	6.3 	5.3 	6.6 	1.3 	2.0 	1.7 	4.3 	3.1 	3.4 
PCH_SAME_PERS_NSA,M_N,EMP_DC,LU	5.2 	5.7 	7.4 	7.0 	7.1 	7.2 	5.9 	5.9 	5.3 	5.5 	5.1 	5.5 
PCH_SAME_PERS_NSA,M_N,EMP_DC,LV	5.8 	8.1 	4.5 	-1.5 	-2.1 	-1.7 	2.0 	1.5 	1.5 	5.2 	3.4 	1.4 
PCH_SAME_PERS_NSA,M_N,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,M_N,EMP_DC,MT	9.9 	9.4 	9.1 	12.6 	11.3 	12.2 	13.0 	11.4 	12.1 	10.5 	10.2 	7.9 
PCH_SAME_PERS_NSA,M_N,EMP_DC,NL	4.9 	4.2 	3.8 p	3.2 p	3.1 p	3.6 p	3.7 p	4.1 p	4.0 p	4.6 p	5.4 p	4.7 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,NO	0.0 	-2.3 	-2.4 	-1.2 	-0.4 	1.6 	2.9 	3.2 	3.9 	4.3 	4.8 	4.7 
PCH_SAME_PERS_NSA,M_N,EMP_DC,PL	-1.1 	0.4 	-2.2 p	1.8 p	5.0 p	1.7 p	5.7 p	8.7 p	3.2 p	1.8 p	2.6 p	2.0 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,PT	2.9 	3.7 	3.7 	3.4 	4.7 	4.8 	5.3 	5.3 	5.0 	5.7 	5.7 	4.1 
PCH_SAME_PERS_NSA,M_N,EMP_DC,RO	0.4 	5.8 	9.2 	-3.8 	5.9 	4.8 	4.0 p	7.1 p	1.4 p	5.7 p	5.2 p	0.0 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,SE	4.4 	4.7 	2.4 	4.7 	1.9 	3.4 	3.4 	3.3 	2.5 	2.0 	5.5 	5.8 
PCH_SAME_PERS_NSA,M_N,EMP_DC,SI	3.0 	1.8 	1.7 	2.5 	2.6 	3.2 	4.7 	5.1 	5.5 	4.6 	3.8 	2.7 
PCH_SAME_PERS_NSA,M_N,EMP_DC,SK	8.1 	9.4 	5.5 	4.4 	7.4 	4.3 	1.3 	2.6 	-0.3 	2.4 	0.1 	1.7 
PCH_SAME_PERS_NSA,M_N,EMP_DC,UK	3.4 	3.9 	3.6 	4.5 	2.0 	2.7 	1.9 	0.9 	2.3 	1.5 	1.5 	2.5 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,AT	2.1 	2.0 	1.5 	1.6 	1.6 	1.5 	1.3 	1.5 	1.0 	1.9 	2.3 	2.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,BE	0.9 	0.9 	1.0 	1.2 	1.3 	1.5 	1.5 	1.3 	1.1 	1.0 	0.9 	0.8 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,BG	-0.5 p	-0.9 p	-0.5 p	0.4 p	-0.4 p	0.0 p	0.1 p	0.5 p	-0.5 p	-0.1 p	0.4 p	0.5 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,CH	3.1 	2.2 	3.0 	3.1 	3.6 	3.0 	1.9 	2.2 	2.1 	1.9 	1.9 	1.1 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,CY	0.7 	1.0 	1.1 	1.4 	0.9 	4.1 	1.6 p	1.3 p	3.6 p	-0.6 p	2.1 p	2.4 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,CZ	0.5 	0.6 	2.2 	1.8 	2.5 	3.3 	2.9 	3.0 	3.7 	4.0 	2.5 	2.6 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,DE	2.2 	2.5 	2.2 	2.3 	2.3 	2.3 	2.1 	1.9 	1.8 	1.7 	2.0 	1.8 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,DK	0.5 	0.3 	0.0 	0.2 	0.1 	0.1 	0.3 	0.2 	0.6 	0.8 	1.0 	1.1 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,EA	1.2 	1.4 	1.3 	1.5 	1.4 	1.4 	1.4 	1.3 	1.3 	1.3 	1.2 	1.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,EA19	1.2 	1.4 	1.3 	1.5 	1.4 	1.4 	1.4 	1.3 	1.3 	1.3 	1.2 	1.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,EE	5.6 	2.2 	-2.5 	1.5 	-9.2 	-4.0 	-4.2 	-10.6 	-0.9 	6.0 	2.3 	3.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,EL	-0.6 p	0.6 p	1.2 p	1.6 p	1.6 p	0.8 p	2.0 p	0.6 p	2.8 p	2.8 p	2.5 p	4.5 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,ES	1.3 	1.6 	1.5 p	2.0 p	2.3 p	1.6 p	2.2 p	2.3 p	2.0 p	2.6 p	2.4 p	2.3 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,EU28	1.2 	1.4 	1.0 	1.2 	1.1 	1.0 	1.1 	1.2 	1.0 	1.2 	1.3 	1.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,FI	0.8 	0.8 	-0.3 	0.5 	0.2 	-0.6 	1.1 	0.9 	-0.7 	1.7 	1.5 	3.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,FR	0.7 	0.7 	0.8 	0.8 	0.8 	0.7 	0.5 	0.4 	0.2 	0.1 	-0.1 	-0.1 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,HR	-11.6 d	0.0 d	-1.8 d	-1.2 d	-0.3 d	-0.4 d	-0.6 d	-0.9 d	12.9 d	1.1 d	1.8 d	4.4 d
PCH_SAME_PERS_NSA,O-Q,EMP_DC,HU	4.2 	4.0 	4.4 	2.5 	0.9 	0.5 	1.3 	-1.6 	-1.2 	-0.9 	-1.6 	-1.0 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,IE	2.5 	2.7 	1.0 	1.8 	0.4 	2.1 	3.1 	3.4 	4.8 	4.6 	4.4 	4.0 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,IS	0.2 p	3.6 p	0.8 p	0.8 p	-1.5 p	-1.3 p	1.0 p	1.7 p	1.7 p	3.1 p	4.9 p	4.6 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,IT	0.6 	0.6 	0.7 	0.9 	0.9 	1.1 	1.2 	1.0 	1.0 	0.6 	0.1 	-0.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,LT	3.9 	5.7 	5.6 	3.7 	1.7 	0.5 	-2.2 	-1.1 	-1.1 	0.0 	-2.0 	-2.5 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,LU	2.9 	2.6 	2.0 	2.1 	2.2 	2.6 	3.3 	3.6 	3.7 	4.0 	3.6 	3.6 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,LV	0.7 	0.8 	1.3 	1.5 	1.0 	0.8 	1.1 	1.9 	1.2 	0.5 	1.0 	-0.3 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,MT	5.0 	3.6 	0.8 	2.4 	1.4 	2.5 	4.7 	2.8 	3.6 	3.8 	3.1 	4.0 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,NL	-0.7 	-0.5 	-0.4 p	-0.3 p	-0.3 p	0.7 p	0.9 p	1.1 p	2.1 p	1.8 p	1.6 p	2.3 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,NO	2.3 	1.9 	1.6 	1.5 	1.3 	1.2 	1.0 	1.1 	0.7 	1.0 	1.1 	0.8 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,PL	-0.5 	1.6 	-0.7 p	0.1 p	-0.6 p	-1.3 p	1.5 p	1.7 p	1.2 p	1.9 p	1.7 p	2.6 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,PT	0.7 	1.2 	1.4 	1.6 	1.7 	1.8 	2.1 	2.3 	2.2 	1.7 	1.3 	1.1 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,RO	12.4 	10.0 	-3.5 	-0.1 	0.6 	-2.1 	0.6 p	4.0 p	1.1 p	3.7 p	1.0 p	-3.1 p
PCH_SAME_PERS_NSA,O-Q,EMP_DC,SE	2.4 	2.2 	3.7 	3.6 	4.0 	3.6 	2.9 	2.5 	1.9 	1.7 	1.5 	1.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,SI	0.7 	1.1 	1.5 	2.0 	2.4 	2.8 	3.0 	2.6 	2.3 	2.3 	2.2 	2.2 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,SK	1.6 	0.8 	1.6 	1.2 	1.0 	1.2 	0.8 	0.5 	0.9 	1.4 	1.8 	1.5 
PCH_SAME_PERS_NSA,O-Q,EMP_DC,UK	0.6 	0.6 	0.1 	0.3 	0.2 	-0.1 	-0.5 	0.0 	-0.7 	0.2 	1.6 	0.7 
PCH_SAME_PERS_NSA,R-U,EMP_DC,AT	1.1 	1.1 	0.8 	1.1 	1.5 	1.9 	2.3 	1.9 	1.8 	1.7 	-0.5 	-0.3 
PCH_SAME_PERS_NSA,R-U,EMP_DC,BE	1.1 	1.0 	1.7 	1.6 	1.8 	1.6 	1.7 	1.9 	1.3 	0.9 	1.1 	1.2 
PCH_SAME_PERS_NSA,R-U,EMP_DC,BG	4.5 p	3.5 p	1.1 p	2.7 p	4.7 p	11.4 p	12.6 p	5.9 p	0.7 p	4.7 p	6.2 p	2.8 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,CH	4.8 	5.1 	7.2 	7.1 	3.6 	3.0 	4.0 	0.1 	0.2 	3.1 	-1.4 	3.3 
PCH_SAME_PERS_NSA,R-U,EMP_DC,CY	-0.6 	0.4 	1.5 	3.5 	4.5 	5.0 	3.7 p	3.4 p	3.7 p	4.0 p	4.2 p	4.3 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,CZ	0.8 	-0.9 	2.2 	2.0 	2.6 	5.2 	1.8 	2.8 	2.5 	2.8 	3.5 	2.3 
PCH_SAME_PERS_NSA,R-U,EMP_DC,DE	0.7 	0.6 	0.8 	0.5 	0.7 	0.9 	1.2 	1.5 	1.5 	1.2 	1.0 	0.7 
PCH_SAME_PERS_NSA,R-U,EMP_DC,DK	-0.7 	0.0 	1.4 	0.6 	2.0 	2.0 	4.0 	4.5 	3.2 	1.3 	1.3 	0.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,EA	0.3 	0.8 	1.3 	0.8 	0.5 	0.2 	0.8 	1.3 	2.2 	1.2 	0.3 	0.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,EA19	0.3 	0.8 	1.3 	0.8 	0.5 	0.2 	0.8 	1.3 	2.2 	1.2 	0.3 	0.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,EE	23.3 	-1.6 	4.6 	23.8 	2.5 	5.6 	-6.0 	-8.8 	11.2 	-5.3 	-0.3 	13.0 
PCH_SAME_PERS_NSA,R-U,EMP_DC,EL	-3.5 p	0.6 p	0.1 p	-3.9 p	-1.5 p	-7.3 p	-0.6 p	4.0 p	3.2 p	3.8 p	1.9 p	-2.2 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,ES	0.8 	1.6 	2.9 p	2.9 p	2.2 p	1.2 p	0.9 p	0.2 p	2.6 p	3.5 p	2.6 p	0.5 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,EU28	0.8 	1.3 	1.7 	1.7 	1.6 	1.1 	1.2 	1.7 	2.3 	1.5 	1.4 	0.9 
PCH_SAME_PERS_NSA,R-U,EMP_DC,FI	1.3 	-0.5 	2.4 	-2.0 	1.0 	2.0 	-1.0 	1.0 	1.4 	2.0 	2.3 	1.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,FR	0.4 	0.0 	-0.3 	-0.1 	0.3 	0.7 	1.0 	1.2 	1.1 	0.7 	0.2 	-0.1 
PCH_SAME_PERS_NSA,R-U,EMP_DC,HR	7.5 d	36.4 d	15.7 d	34.0 d	3.4 d	-0.6 d	-5.6 d	1.8 d	-6.0 d	-8.3 d	4.1 d	-0.2 d
PCH_SAME_PERS_NSA,R-U,EMP_DC,HU	9.3 	10.3 	-1.3 	1.3 	1.3 	-0.4 	4.0 	4.1 	4.1 	4.1 	3.3 	4.8 
PCH_SAME_PERS_NSA,R-U,EMP_DC,IE	7.2 	12.5 	7.3 	10.4 	4.0 	3.4 	-1.0 	-3.8 	-0.9 	-0.6 	3.4 	-0.3 
PCH_SAME_PERS_NSA,R-U,EMP_DC,IS	1.1 p	1.2 p	1.2 p	-1.1 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	1.1 p	2.3 p	4.5 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,IT	-0.4 	0.5 	1.4 	0.0 	-1.2 	-1.5 	0.1 	1.9 	3.3 	-0.3 	-2.9 	0.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,LT	-15.4 	7.4 	5.4 	14.8 	13.4 	2.0 	0.0 	4.5 	5.8 	-3.3 	4.3 	2.6 
PCH_SAME_PERS_NSA,R-U,EMP_DC,LU	2.8 	2.7 	1.0 	0.8 	0.5 	1.0 	1.6 	2.2 	2.8 	2.9 	3.7 	3.5 
PCH_SAME_PERS_NSA,R-U,EMP_DC,LV	3.2 	2.6 	9.0 	5.2 	6.2 	7.6 	-11.2 	-2.0 	-2.9 	-8.2 	1.8 	-10.3 
PCH_SAME_PERS_NSA,R-U,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,R-U,EMP_DC,MT	8.8 	9.0 	8.2 	10.7 	12.1 	14.9 	11.8 	5.0 	4.3 	5.3 	3.4 	10.8 
PCH_SAME_PERS_NSA,R-U,EMP_DC,NL	-0.3 	1.3 	1.9 p	1.0 p	0.5 p	-0.8 p	2.1 p	1.0 p	1.8 p	1.6 p	2.3 p	2.6 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,NO	-1.0 	1.1 	3.3 	3.1 	3.1 	3.1 	3.2 	3.0 	2.0 	3.0 	3.1 	2.9 
PCH_SAME_PERS_NSA,R-U,EMP_DC,PL	4.3 	2.9 	12.2 p	14.2 p	17.4 p	11.4 p	0.8 p	3.5 p	3.4 p	4.8 p	15.6 p	6.9 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,PT	-0.4 	0.2 	-0.8 	-0.5 	-0.8 	-0.2 	0.6 	-1.0 	1.4 	1.8 	0.9 	0.2 
PCH_SAME_PERS_NSA,R-U,EMP_DC,RO	6.0 	7.6 	6.6 	7.2 	2.9 	1.3 	-4.2 p	1.2 p	0.6 p	-3.1 p	5.6 p	-5.4 p
PCH_SAME_PERS_NSA,R-U,EMP_DC,SE	0.7 	3.0 	-1.7 	3.4 	0.7 	1.9 	4.0 	1.6 	1.8 	2.2 	2.6 	0.9 
PCH_SAME_PERS_NSA,R-U,EMP_DC,SI	2.6 	2.0 	1.4 	2.6 	3.3 	3.7 	4.6 	3.4 	3.0 	2.7 	3.3 	3.5 
PCH_SAME_PERS_NSA,R-U,EMP_DC,SK	1.9 	-1.2 	6.8 	7.5 	6.1 	9.1 	7.0 	5.8 	6.9 	5.7 	1.5 	0.1 
PCH_SAME_PERS_NSA,R-U,EMP_DC,UK	1.0 	0.9 	1.3 	1.5 	3.1 	3.1 	2.9 	2.3 	2.8 	2.6 	2.5 	-0.2 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,AT	0.6 	0.8 	0.9 	1.0 	1.3 	1.6 	1.8 	1.8 	1.5 	1.8 	1.9 	2.0 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,BE	1.0 	1.0 	1.0 	1.2 	1.4 	1.4 	1.5 	1.6 	1.3 	1.2 	1.3 	1.2 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,BG	0.2 p	0.3 p	0.9 p	1.5 p	-1.0 p	0.6 p	1.2 p	0.9 p	2.7 p	2.4 p	1.2 p	0.2 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,CH	1.2 	0.7 	1.3 	1.3 	1.7 	1.4 	0.6 	1.3 	1.0 	0.6 	0.9 	0.7 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,CY	2.0 	2.7 	3.5 	4.6 	4.7 	5.4 	3.2 p	3.3 p	4.5 p	4.4 p	4.3 p	4.3 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,CZ	1.3 	1.4 	1.6 	1.4 	1.5 	1.8 	1.5 	1.3 	2.0 	1.4 	1.8 	1.9 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,DE	1.0 	1.2 	1.4 	1.3 	1.3 	1.4 	1.5 	1.5 	1.5 	1.4 	1.5 	1.4 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,DK	1.5 	1.6 	1.6 	1.6 	1.5 	1.6 	1.6 	1.6 	1.6 	1.6 	1.6 	1.6 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,EA	1.1 	1.2 	1.4 	1.4 	1.4 	1.4 	1.5 	1.6 	1.7 	1.6 	1.5 	1.5 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,EA19	1.1 	1.2 	1.4 	1.4 	1.4 	1.4 	1.5 	1.6 	1.7 	1.6 	1.5 	1.5 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,EE	4.4 	1.2 	0.9 	2.0 	-1.1 	-0.6 	2.2 	0.1 	2.6 	5.7 	0.9 	2.7 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,EL	0.3 p	0.0 p	1.6 p	0.5 p	0.6 p	-0.8 p	1.2 p	2.4 p	2.3 p	2.7 p	1.8 p	1.5 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,ES	3.0 	2.8 	2.8 p	2.5 p	2.6 p	2.3 p	2.4 p	2.6 p	2.7 p	2.5 p	2.1 p	2.2 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,EU28	1.1 	1.3 	1.3 	1.4 	1.2 	1.1 	1.5 	1.7 	1.6 	1.5 	1.5 	1.4 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,FI	0.1 	0.0 	0.3 	0.4 	0.6 	0.5 	0.9 	1.2 	0.5 	2.1 	2.3 	2.9 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,FR	0.2 	0.4 	0.5 	0.7 	0.8 	0.9 	1.0 	1.2 	1.3 	1.4 	1.2 	1.0 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,HR	-0.9 d	1.4 d	-0.4 d	0.7 d	0.5 d	0.3 d	0.0 d	1.6 d	3.3 d	3.8 d	4.6 d	2.3 d
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,HU	2.1 	2.3 	3.6 	3.5 	2.5 	2.7 	2.6 	1.9 	1.6 	2.0 	2.4 	2.3 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,IE	3.6 	3.2 	3.6 	4.0 	3.7 	3.5 	3.7 	2.4 	2.5 	3.5 	3.2 	3.4 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,IS	2.8 p	4.3 p	4.5 p	4.6 p	4.4 p	5.0 p	4.1 p	4.2 p	3.8 p	3.6 p	4.5 p	3.8 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,IT	0.8 	1.0 	1.3 	1.9 	1.1 	1.1 	1.3 	1.0 	1.5 	0.9 	0.4 	0.9 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,LT	0.1 	1.3 	2.6 	2.4 	1.5 	1.5 	-0.4 	-0.3 	-0.8 	-0.5 	0.1 	0.5 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,LU	2.6 	2.7 	2.9 	2.9 	3.0 	3.2 	3.4 	3.5 	3.3 	3.6 	3.7 	3.8 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,LV	2.5 	2.7 	0.8 	0.1 	-1.2 	-0.9 	-0.5 	-0.9 	0.4 	0.9 	1.7 	2.0 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,MT	3.6 	4.0 	2.7 	4.7 	4.0 	5.3 	6.2 	4.5 	5.1 	4.8 	5.6 	5.5 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,NL	1.3 	1.0 	1.0 p	1.0 p	1.0 p	1.5 p	1.9 p	2.1 p	2.3 p	2.3 p	2.6 p	2.4 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,NO	1.2 	0.2 	-0.1 	0.1 	0.3 	0.4 	0.8 	0.9 	1.1 	1.4 	1.5 	1.6 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,PL	1.2 	1.9 	1.0 p	1.0 p	0.2 p	0.0 p	1.8 p	1.9 p	1.4 p	0.5 p	0.4 p	0.7 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,PT	0.4 	1.8 	1.1 	0.8 	2.3 	2.3 	3.3 	3.6 	3.1 	3.2 	3.2 	2.1 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,RO	-1.2 	-1.2 	0.2 	-1.8 	-1.6 	-1.2 	1.0 p	5.4 p	2.7 p	2.1 p	1.8 p	-1.5 p
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,SE	1.1 	1.8 	1.7 	2.5 	1.4 	1.8 	2.4 	2.1 	2.6 	2.1 	2.0 	1.7 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,SI	1.3 	1.3 	1.2 	1.7 	1.9 	2.3 	2.9 	2.9 	3.0 	3.0 	3.3 	3.0 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,SK	2.2 	2.0 	2.2 	2.3 	2.4 	2.6 	2.1 	2.1 	2.3 	2.2 	2.2 	2.1 
PCH_SAME_PERS_NSA,TOTAL,EMP_DC,UK	1.6 	1.9 	1.3 	2.0 	1.5 	0.9 	1.2 	1.1 	0.9 	1.0 	1.3 	1.0 
