Country,id,Unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lithuania,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,1.4,4.8,4.2,6.8,7.7,6.5,13.2,14.6,16.4,17.4,13.8,12.4,10.9,8.3,5.8,4.3,5.8,13.8,17.8,15.4,13.4,11.8,10.7,9.1,7.9,7.1,6.8,6.7
Luxembourg,ZUTN,(Percentage of active population) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.5,1.2,2.4,2.4,2.4,2.4,3.4,3,2.9,2.6,2.5,2,1.8,1.7,1.6,2.1,2.6,3.2,2.9,2.9,2.7,2.7,2.4,2.2,1.9,2.6,3.8,5,4.6,4.6,4.2,4.9,5.1,4.6,4.8,5.1,5.9,6,6.5,6.3,5.6,5.3,5.2
Hungary,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,9.9,9.1,8.7,6.9,6.3,5.6,5.6,5.8,6.1,7.2,7.5,7.4,7.8,10,11.2,11,11,10.2,7.7,6.8,5.1,4.2,3.7,3.6
Malta,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.7,5.2,5.7,5.6,4.8,5.2,6.1,6.2,6.7,6.7,7.6,7,7.6,7.2,6.9,6.8,6.5,6,6.9,6.9,6.4,6.3,6.4,5.8,5.4,4.7,4,4,4
Netherlands,ZUTN,(Percentage of active population) ,0.9,0.7,0.6,0.7,0.5,0.6,0.8,1.7,1.5,1.1,1,1.3,2.3,2.4,2.9,5.5,5.8,5.6,5.6,5.7,6.4,8.9,11.8,9.5,9.3,8.4,7.6,7.5,7.4,6.7,6.1,5.7,5.7,6.5,7.2,8.3,7.7,6.5,5.1,4.2,3.7,3.1,3.7,4.8,5.7,5.9,5,4.2,3.7,4.4,5,5,5.8,7.3,7.4,6.9,6,4.9,3.8,3.5
Austria,ZUTN,(Percentage of active population) ,1.9,1.5,1.5,1.6,1.5,1.5,1.4,1.5,1.6,1.6,1.1,1,0.9,0.8,1,1.4,1.4,1.6,1.5,1.4,1.8,2.6,3.1,3.2,3.3,3.6,3.9,3.7,3.5,3.2,3.3,3.5,3.5,4,4.3,4.2,4.7,4.7,4.7,4.2,3.9,4,4.4,4.8,5.5,5.6,5.3,4.9,4.1,5.3,4.8,4.6,4.9,5.4,5.6,5.7,6,5.5,5.2,5
Poland,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,14,14.4,13.2,12.1,10.9,10.2,13.4,16.1,18.3,20,19.8,19.1,17.9,13.9,9.6,7.1,8.1,9.7,9.7,10.1,10.3,9,7.5,6.2,4.9,4.1,3.9
Portugal,ZUTN,(Percentage of active population) ,2,2.3,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.5,2.5,2.6,1.7,4.4,6.2,7.4,8.1,8.2,8,7.8,7.8,8.9,9.6,9.8,9.5,8,6.7,6,5.6,5,5,6.3,7.6,7.9,8,7.5,6.1,5.5,5.1,5.1,6.2,7.4,7.8,8.8,8.9,9.1,8.8,10.7,12,12.9,15.8,16.4,14.1,12.6,11.2,9,7.7,6.8
Romania,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,10.6,11.1,9.7,7,6.1,6.3,7.1,7.6,7.4,8.3,7.7,8,7.1,7.2,6.4,5.6,6.5,7,7.2,6.8,7.1,6.8,6.8,5.9,4.9,4.5,4.4
Slovenia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,6.9,6.9,7.4,7.4,6.7,6.2,6.3,6.7,6.3,6.5,6,4.9,4.4,5.9,7.3,8.2,8.9,10.1,9.7,9,8,6.6,5.6,5.4
Slovakia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,11.1,11.5,12.7,16.5,18.9,19.5,18.8,17.7,18.4,16.4,13.5,11.2,9.6,12.1,14.5,13.7,14,14.2,13.2,11.5,9.7,8.1,7.1,6.3
Finland,ZUTN,(Percentage of active population) ,1.4,1.1,1.2,1.4,1.4,1.3,1.4,2.7,3.7,2.6,1.8,2.1,2.4,2.1,1.6,2.3,3.9,5.9,7.3,6,4.7,4.9,5.4,5.5,5.2,4.9,5.2,4.8,4.2,3.1,3.2,6.6,11.7,16.3,16.6,15.4,14.6,12.7,11.4,10.2,9.8,9.1,9.1,9,8.8,8.4,7.7,6.9,6.4,8.2,8.4,7.8,7.7,8.2,8.7,9.4,8.8,8.6,8.4,8.3
Sweden,ZUTN,(Percentage of active population) ,1.9,1.6,1.6,1.9,1.8,1.3,1.7,2.4,2.5,2.1,1.9,3.1,3.3,3.1,2.4,2,1.9,2.2,2.8,2.6,2.5,3.2,4,4.4,3.9,3.6,3.4,2.9,2.5,2.2,2.4,3.9,6.5,10.2,10.6,10,10.7,11,9.3,7.9,6.7,5.8,6,6.6,7.4,7.7,7.1,6.1,6.2,8.3,8.6,7.8,8,8,7.9,7.4,6.9,6.7,6.3,6.3
United Kingdom,ZUTN,(Percentage of active population) ,1.3,1.2,1.6,2,1.4,1.2,1.1,2,2.1,2,2.2,2.7,3.1,2.2,2,3.2,4.8,5.1,5,4.6,5.6,8.8,10.1,10.8,10.9,11.2,11.2,10.3,8.5,7.1,6.9,8.6,9.8,10.2,9.3,8.5,7.9,6.8,6.1,5.9,5.4,5,5.1,5,4.7,4.8,5.4,5.3,5.6,7.6,7.8,8.1,7.9,7.5,6.1,5.3,4.8,4.4,4.4,4.6
Macedonia FYR,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,36,34.5,32.4,32.2,30.5,31.9,36.7,37.1,37.3,36,34.9,33.8,32.2,32,31.4,31,29,28,29.8,25.6,24.3,23.8,23.5
Iceland,ZUTN,(Percentage of active population) ,0,0.3,0.2,0,0.2,0.2,0.2,0.7,2.2,4.3,2.3,1,0.8,0.8,0.7,0.9,0.9,0.5,0.7,0.7,0.5,0.6,1.2,1.8,2.2,1.6,1.1,0.8,1.1,2.8,3.1,2.6,4.3,5.3,5.3,4.8,3.7,3.9,2.8,2,2.3,2.3,3.3,3.3,3.1,2.6,2.9,2.3,3,7.2,7.6,7.1,6,5.4,5,4,3,2.8,4.1,4
Turkey,ZUTN,(Percentage of active population) ,9.5,9.3,10.4,10,9.7,9.8,9.6,10.3,10.8,11.5,6.3,6.6,6.2,6.6,7.2,7.4,8.8,9.8,9.9,8.7,8.1,7.1,7,7.7,7.6,7.1,7.9,8.3,8.4,8.6,8,8.1,8.3,8.6,8.2,7.1,6,6.1,6.3,7.1,7.6,7.4,8.3,7.7,8,9.5,9,9.1,10,13,11.1,9.1,8.4,9,9.9,10.3,10.9,10.9,10.4,10
Montenegro,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3667533,29.5944293,19.4000001,17.1509702,19.2449967,19.6777906,19.7050389,19.7284345,19.4815553,18.0094787,17.5546258,17.7247706,16.0702846,15.4217739,14.6621669
Serbia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.092679,12.2284729,13.2839068,14.6340329,18.5034433,20.8462184,20.8508852,18.0633887,13.6323095,16.1242206,19.1814277,22.9501442,23.9338641,22.1151273,19.2006566,17.6545856,15.2518075,13.5748871,12.0696214,10.0482333
Norway,ZUTN,(Percentage of active population) ,1.2,0.9,1,1.3,1.1,0.9,0.8,0.7,1.1,1.1,0.8,0.8,1.7,1.6,1.5,2.3,1.8,1.5,1.8,2,1.7,2.1,2.7,3.5,3.2,2.6,2,2.1,3.2,4.9,5.2,5.5,5.9,6,5.4,4.9,4.7,3.9,3.1,3,3.2,3.4,3.7,4.2,4.3,4.5,3.4,2.5,2.5,3.2,3.6,3.3,3.2,3.5,3.5,4.4,4.7,4.2,3.6,3.4
Switzerland,ZUTN,(Percentage of active population) ,0.0451381,0.0227437,0.0202755,0.0275007,0.0094541,0.0098823,0.0098208,0.008449,0.00994,0.0056478,0.0033094,0.0031263,0.0032687,0.0024721,0.0067509,0.3207441,0.6908463,0.3942505,0.3255208,0.3220871,0.1891598,0.1848428,0.3976364,0.852477,1.0532093,0.8864418,0.7522247,0.7061961,0.6062958,0.456927,0.4689135,1.6649027,2.7314466,3.6655114,3.674732,3.1830559,3.4835964,3.9630904,3.3480008,2.8298169,2.5608653,2.262342,2.8870419,3.9092383,4.1791967,4.1893815,3.8037365,3.4404395,3.2106355,4.0862528,4.2776285,3.7910671,3.9164043,4.091533,4.2230569,4.2311069,4.3115206,4.2171905,4.1024337,4.0114453
United States,ZUTN,(Percentage of active population) ,5.5,6.7,5.5,5.7,5.2,4.5,3.8,3.8,3.6,3.5,4.9,5.9,5.6,4.9,5.6,8.5,7.7,7.1,6.1,5.8,7.1,7.6,9.7,9.6,7.5,7.2,7,6.2,5.5,5.3,5.6,6.8,7.5,6.9,6.1,5.6,5.4,4.9,4.5,4.2,4,4.7,5.8,6,5.5,5.1,4.6,4.6,5.8,9.3,9.6,8.9,8.1,7.4,6.2,5.3,4.9,4.4,4,3.6
Japan,ZUTN,(Percentage of active population) ,1.7,1.4,1.3,1.3,1.1,1.2,1.3,1.3,1.2,1.1,1.1,1.2,1.4,1.3,1.4,1.9,2,2,2.2,2.1,2,2.2,2.4,2.6,2.7,2.6,2.8,2.8,2.5,2.3,2.1,2.1,2.2,2.5,2.9,3.1,3.4,3.4,4.1,4.7,4.7,5,5.4,5.3,4.7,4.4,4.1,3.8,4,5.1,5,4.6,4.3,4,3.6,3.4,3.1,2.8,2.8,2.7
Canada,ZUTN,(Percentage of active population) ,6.8775501,7.0671378,5.8371472,5.4862599,4.6270736,3.873824,3.3497931,3.8208339,4.5025783,4.4178667,5.6700417,6.1928464,6.2155783,5.5519621,5.3325034,6.9179868,7.0896838,8.0489931,8.3759167,7.5254837,7.5366394,7.6071855,11.040571,12.0182637,11.3446136,10.6444622,9.6857317,8.8200503,7.7617551,7.5464182,8.1314454,10.3163974,11.1969085,11.3772082,10.3954384,9.4886039,9.6198269,9.1004337,8.2782668,7.5829232,6.8287264,7.2187945,7.6645774,7.5737277,7.1854716,6.7579993,6.3203483,6.0359174,6.1371562,8.3439267,8.0555646,7.5109428,7.2920211,7.0738216,6.9141677,6.9063181,6.9940797,6.3979392,6.0569912,5.8902173
Korea,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6647965,4.6722988,4.7179244,4.1409771,4.2466304,4.3350864,4.0778991,3.9936728,3.3306997,4.0289355,5.4647829,4.74098,4.5888837,4.277743,3.9963089,4.2087529,4.000351,3.2468881,2.6544529,2.7125169,2.5859374,2.5474039,2.6534826,3.043698,2.61496,2.1788735,2.1582606,2.7533377,7.3237286,6.6820179,4.3643161,3.9773956,3.266794,3.5780465,3.6721872,3.7346915,3.4504042,3.2333396,3.1597381,3.6430791,3.7157485,3.4051225,3.2153893,3.118791,3.5291812,3.624703,3.713478,3.7282898,3.5336573,3.4190892
Australia,ZUTN,(Percentage of active population) ,1.2465941,2.4554879,2.3192186,1.8671577,1.4482868,1.363485,1.6884969,1.8160376,1.65241,1.5733835,1.4933593,1.7374915,2.6214353,1.8860772,2.4634058,4.7705079,4.9520146,5.9091985,6.4992229,6.1220835,6.1873657,5.8816962,7.0452448,10.3497575,8.9225362,8.2581356,8.080572,8.1063949,7.2258085,6.1749879,6.9259639,9.5792308,10.7287674,10.8737725,9.7186788,8.4692562,8.5062127,8.3622297,7.6755969,6.8723341,6.2826193,6.7423136,6.3676169,5.9286972,5.3947258,5.0324798,4.7822911,4.3769533,4.2341583,5.5606645,5.2113277,5.0808867,5.2208776,5.6557868,6.0736575,6.0612988,5.7239286,5.6328161,5.4198122,5.2883997
New Zealand,ZUTN,(Percentage of active population) ,0,0,0.0953832,0.093413,0.0907493,0.087693,0,0.0824745,0.6674744,0.2458382,0.0797199,0.1571279,0.3876528,0.1502587,0.071974,0.2118898,0.2775331,0.2733396,1.4275314,1.6737057,1.9333088,3.110448,3.0539964,4.9052936,4.8506407,3.614462,3.9113397,3.9851381,5.4617572,6.9831211,8.2820646,10.4272978,10.0048821,9.1659607,7.360487,6.0522414,6.1017149,6.7055604,7.4035491,6.4835887,5.6179859,5.1916912,4.9680036,4.3935513,3.7307941,3.6753265,3.6406346,3.5137849,4.2879983,6.1215566,6.542461,6.4957265,6.9479966,6.2315789,5.7645135,5.3603694,5.1178451,4.7106809,4.4112198,4.4173831
European Union,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1269094,90.9412948,92.3365374,93.5684617,94.9334194,96.7738067,97.5617038,98.1328373,98.4981784,99.8521477,100.5677486,101.9803312,102.9395021,101.8763697,97.9688563,100,101.1458567,100.6519404,100.8077626,101.5734845,102.8385262,103.6279037,104.6925091,105.8192181,106.7374412
European Union excluding UK,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5751337,91.3678831,92.6645544,93.8573863,95.2099835,97.0361656,97.7464934,98.2057412,98.2948023,99.7036558,100.2582243,101.7317981,102.6926681,101.7524344,97.8198802,100,101.2185956,100.5644786,100.5845417,101.2844414,102.6391928,103.4809711,104.6500753,105.8864211,106.9152718
Euro area,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0892998,94.6337182,95.8934432,96.8547114,97.7447761,99.1691318,99.6042242,99.3680307,99.1305363,100.1867181,100.5356506,101.8413771,102.8244506,101.9004797,97.9776905,100,101.1132532,100.3223933,100.3112966,101.0420853,102.2589404,102.9178279,104.0094856,105.1407871,106.0372203
"EU15 (including DEL ""linked"" Germany)",ZVGDF,(2010 = 100) ,49.6334458,51.3294942,52.9046833,54.6684698,56.8834072,58.3836833,59.7212142,61.2130667,63.5957482,66.0703507,67.9340004,69.2042035,71.2267605,73.6073187,73.9189831,72.8707952,75.2596169,76.3474642,77.7588786,79.276712,79.3272943,79.1917829,79.6742041,80.7255942,81.9507412,83.1093994,84.1879874,85.1343864,86.9043491,88.2384196,89.00447,89.6590203,90.4262139,90.3794685,92.1350844,93.2214504,93.8387687,95.2032394,96.2220891,97.1996819,98.672281,99.1460914,99.1470356,99.2861264,100.3864275,100.943145,102.2318577,103.1187351,101.9957594,98.0827481,100,101.040712,100.4235651,100.5636932,101.3343707,102.5011474,103.1333612,104.0569129,105.0286223,105.7707578
"EA12 (including DEL ""linked"" Germany)",ZVGDF,(2010 = 100) ,47.8206214,49.7681516,51.7438092,53.4976219,55.6849286,57.5250261,59.2571887,60.7351456,63.1337344,66.1177927,68.218591,69.4772369,71.6244056,74.0326833,75.0730389,74.1283532,76.7362501,77.9639781,79.3778494,80.9561797,81.3251628,81.0387157,81.1861895,81.8875091,83.311134,84.3339865,85.2429863,86.02688,88.0426965,89.8230597,90.9173292,91.7106369,92.5065499,92.0861465,93.6707175,94.7655962,95.2875501,96.4988988,97.3887041,98.2127302,99.5331984,99.9152792,99.6515676,99.3794773,100.3835229,100.6786216,101.9456101,102.8632326,101.9417055,98.0330191,100,101.1235975,100.3327195,100.3304236,101.0398837,102.2582059,102.8986639,103.9531553,105.0479811,105.9123228
Belgium,ZVGDF,(2010 = 100) ,47.4982443,49.1124018,50.6318686,52.2371573,54.8515107,56.0159618,56.793383,58.2007492,59.9057643,62.4723026,64.7666108,66.01896,68.6928496,71.4901081,72.6453664,71.2259296,74.3261258,73.9577383,74.982417,75.4149015,77.7907716,77.8964578,78.5370671,79.1282788,80.7772208,81.4911642,82.2384182,83.2539261,85.3283449,86.357778,87.2135108,87.6071213,88.0533176,86.7581143,89.03234,89.5349167,90.1273623,92.2895464,92.3547257,94.0653816,95.4888503,94.7096466,95.9754416,96.3422265,98.636644,99.1228368,100.2391573,101.8350577,100.7198481,98.0836558,100,100.4901104,100.0293554,100.0677623,100.6202247,100.9084207,100.9668213,101.1806355,101.5323721,101.8941813
Bulgaria,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1473317,85.07614,84.9947861,87.809976,83.6545233,88.1397779,90.4075962,94.3009821,96.3110694,99.2610202,101.7537696,103.2365175,104.8663711,104.228868,98.2547715,100,101.5833627,101.3209916,100.8240924,100.6207137,102.6285707,105.4165085,107.0570133,109.091355,111.2231171
Czech Republic,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6661586,83.210199,81.7678908,81.1483334,82.3201244,85.1594038,86.6348999,86.7629851,89.1818745,92.4969695,96.3197153,100.7913876,103.4833894,103.4103338,98.2730172,100,100.9724289,99.2130657,98.068278,99.8563359,103.4088045,104.6299994,107.4182409,109.426424,111.3557692
Denmark,ZVGDF,(2010 = 100) ,52.9147725,55.2726651,57.2965883,56.7630324,60.5413999,61.8735378,62.6148126,65.2436242,67.6799581,70.2485993,69.808864,70.9149863,71.7533503,72.9971281,71.5239967,70.2024211,72.6793166,73.2653164,73.6667275,75.1779847,74.5166439,74.4741806,76.7010526,78.3022264,80.4030537,81.8327611,83.6383437,82.5482878,82.0899559,82.1572615,83.0315064,84.2579402,86.0340981,86.7111705,90.0556357,92.0272939,93.6539196,95.2764129,95.8035511,97.4419564,99.7564255,99.2340542,99.0508662,99.404457,101.7843625,102.5490199,103.9630681,102.3994909,100.3692368,96.9141298,100,101.2524964,101.6901841,102.3521951,103.0572209,103.3365306,103.7410215,104.299669,104.5884095,105.1014846
Germany,ZVGDF,(2010 = 100) ,54.6048916,55.5622121,56.9494644,57.4549837,60.1067946,61.95726,62.7318467,62.9675486,65.4939869,68.6839027,70.4254291,71.2392576,72.8892134,74.711454,74.9843699,74.8218589,78.0008436,79.7311068,80.8270835,82.3142259,81.766867,81.4398966,80.9525629,82.1160079,83.4523361,84.1578307,84.554152,84.4845724,86.2757677,87.9419467,90.0235593,92.1816954,93.492155,92.362699,93.6449006,94.14214,94.0879343,95.0923706,95.5076477,95.6665869,96.41969,97.5475198,97.3809037,96.962899,97.6032248,98.0304076,100.7636249,102.5276053,102.3907723,96.4763182,100,102.4597716,101.9469198,101.8218922,102.9511767,103.8420022,104.6733797,105.6422035,106.9372874,108.0978035
Estonia,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.17624,84.5931869,91.8095133,93.1090155,92.2146188,98.7619978,101.6077445,103.8295197,105.8191016,108.4333905,112.3520653,114.9123174,117.6413033,107.6533997,96.0816546,100,102.0591337,103.1010792,102.2459007,103.215776,102.1101223,102.8940273,105.1503642,107.0461904,108.0897709
Ireland,ZVGDF,(2010 = 100) ,37.9425433,39.2756725,39.6914407,40.6545173,41.1940876,41.0987593,40.7281656,42.3701661,44.809009,46.1543429,46.5882604,47.1181185,48.8287251,49.258836,49.7925827,51.7403257,51.5177578,53.9686424,55.649316,54.8362726,54.9386855,55.6346274,55.7023462,55.2546898,57.3806257,59.3255414,58.6512953,60.5499055,62.6152494,65.8837919,68.4082673,69.1986397,70.7270654,71.5234302,73.7525604,78.3652728,81.6211328,86.5562877,88.7674987,92.5997245,96.7467794,98.3136105,101.2439537,100.9019563,102.9900967,103.2441645,103.2625073,103.3719499,97.7985896,96.5149102,100,102.8164465,102.3431846,102.0090849,108.4524202,134.6952511,136.706074,145.6430725,151.3569805,154.7909342
Greece,ZVGDF,(2010 = 100) ,49.3948066,54.0007128,52.7852367,57.9484393,61.8969696,66.4996372,68.8085029,71.0336583,73.9271451,79.3802255,83.5696011,86.8383913,91.5948973,94.4722434,86.2962843,89.6940026,93.0293853,93.1818186,97.2704292,97.5313196,95.638968,90.2478586,88.603202,86.3490021,87.4232821,87.5147021,86.8966861,84.3161311,86.3547508,88.5736916,87.0376963,89.6445063,88.7750852,86.2930076,86.5864818,87.430229,89.5541017,93.0922388,93.446574,95.1741876,97.6165116,100.2913636,101.8173149,105.513249,108.0252203,107.2373191,110.8275532,111.8778931,109.46198,104.4184826,100,94.7206906,91.6057162,90.5719616,91.3773999,91.3169341,91.3876941,92.0178561,93.2116642,94.610952
Spain,ZVGDF,(2010 = 100) ,44.0288712,48.7639889,52.4747113,56.1805241,58.5951146,60.9452234,63.8315965,64.8481877,67.2769981,71.2086134,72.3153592,74.0239197,78.1314784,81.1202582,83.1472157,82.6366236,84.2811225,85.5191738,86.334454,86.143668,87.8135911,88.0900556,88.7744035,89.7555529,92.066339,94.1358319,94.9520659,96.2389854,97.5724917,98.3558831,97.9880615,98.0592569,98.3986193,98.0766531,99.6514471,100.0555169,100.7737181,101.0638115,101.3318398,101.3930268,101.9923813,102.1315276,101.7644215,101.3934123,101.0260944,100.6415209,100.5705351,100.4011298,99.7819601,99.0564541,100,100.2412902,100.0686771,100.3526868,100.9351809,102.1677629,103.3233157,104.2964471,105.1146332,105.5453512
France,ZVGDF,(2010 = 100) ,47.24684,48.9295087,51.5702171,53.7180285,55.9620266,57.5483282,59.2000026,60.8556872,62.4752686,65.0290008,67.1163771,69.1163161,70.5844831,72.9462986,74.1945371,72.6028466,74.2608465,75.4437128,77.0745343,78.5485153,78.5937397,78.6214066,79.6862483,80.101596,80.9820087,81.8501662,82.8715693,83.8305612,86.3382496,88.1120675,89.0994305,89.1260187,90.2302049,89.9512989,91.375254,92.3439339,93.0469377,94.367056,96.2223102,97.3727262,98.6104696,98.5744833,98.4596665,98.516964,100.3697998,100.7516696,101.5962024,102.2134753,101.2608979,98.5424447,100,101.1382645,100.6862995,100.6837351,100.9463093,101.4682154,101.8353022,102.5271865,103.42575,104.0571706
Croatia,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8712217,91.4477531,96.2182169,96.9967712,95.0353732,97.8119662,101.0056121,104.4715868,106.6348645,108.5032391,109.9373402,110.4297364,111.2466829,109.2178617,99.9852996,100,101.2629101,100.4882788,100.7504608,98.5212264,99.4602967,101.6699292,102.358905,103.2657891,104.00162
Italy,ZVGDF,(2010 = 100) ,48.5163738,51.4150347,53.8317706,56.1901491,56.9268596,58.6413037,61.9426216,64.9027658,68.0394382,70.6844397,73.0671791,73.1912477,74.915693,77.8343737,79.7579583,77.0332215,80.7449428,81.3207318,82.7054197,85.7205675,86.3691691,86.0043253,85.1507281,84.9945703,86.6904658,87.8354265,89.0816985,90.7970036,93.0479315,95.015708,95.3608285,95.3863147,95.8032671,96.3744959,98.609118,100.8662733,101.2093504,102.2794981,102.8223067,103.3947781,105.2616481,105.168057,103.8972526,102.8979531,103.4484039,103.6128655,103.7836778,103.8783972,102.3904137,98.119626,100,100.2617969,98.2585899,98.1654022,98.3233274,98.9924428,99.0902501,100.0918141,100.9435059,101.5826092
Cyprus,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.2626928,100.0556426,99.9591387,102.9359541,104.8171843,107.9367014,108.7495151,108.9203194,107.358903,107.7158931,107.178406,107.5732119,106.7362336,105.2567735,100.9595798,100,98.9800794,97.0834996,94.1079958,93.9575939,95.1610926,95.9246893,96.427623,96.602846,96.318648
Latvia,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2167766,59.5285014,65.8884766,72.0246341,76.4831478,82.8693854,87.0021993,92.6098839,99.7068359,104.7501513,110.2398902,113.7134275,114.3746502,106.0306584,98.3623354,100,106.6361566,109.9220454,111.8744722,115.4207138,118.5296802,123.89948,130.9056748,135.1907537,138.8742728
Lithuania,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5963925,69.3620105,73.8432987,77.9620985,76.7085171,80.5098592,86.0632223,88.6433617,94.7180718,98.5816685,102.4310555,105.7724281,110.5982309,109.7143717,96.4373827,100,104.2782086,106.0991831,107.5284742,108.5038086,108.1518124,107.9583493,110.4177903,111.8881931,112.874805
