hhtyp,incgrp,unit,sex,age,geotime,date,value
TOTAL,B_MD60,PC,T,TOTAL,TR,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,TR,2006-01-01,64.5
TOTAL,B_MD60,PC,T,TOTAL,TR,2007-01-01,63.6
TOTAL,B_MD60,PC,T,TOTAL,TR,2008-01-01,61.4
TOTAL,B_MD60,PC,T,TOTAL,TR,2009-01-01,62.8
TOTAL,B_MD60,PC,T,TOTAL,TR,2010-01-01,
TOTAL,B_MD60,PC,T,TOTAL,TR,2011-01-01,62.6
TOTAL,B_MD60,PC,T,TOTAL,TR,2012-01-01,61.8
TOTAL,B_MD60,PC,T,TOTAL,TR,2013-01-01,60.2
TOTAL,B_MD60,PC,T,TOTAL,TR,2014-01-01,56.8
TOTAL,B_MD60,PC,T,TOTAL,TR,2015-01-01,60.1
TOTAL,B_MD60,PC,T,TOTAL,TR,2016-01-01,
TOTAL,B_MD60,PC,T,TOTAL,TR,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,UK,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,UK,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,UK,2005-01-01,21.5
TOTAL,B_MD60,PC,T,TOTAL,UK,2006-01-01,19.2
TOTAL,B_MD60,PC,T,TOTAL,UK,2007-01-01,20.1
TOTAL,B_MD60,PC,T,TOTAL,UK,2008-01-01,21.6
TOTAL,B_MD60,PC,T,TOTAL,UK,2009-01-01,19.5
TOTAL,B_MD60,PC,T,TOTAL,UK,2010-01-01,22.5
TOTAL,B_MD60,PC,T,TOTAL,UK,2011-01-01,19.6
TOTAL,B_MD60,PC,T,TOTAL,UK,2012-01-01,21.0
TOTAL,B_MD60,PC,T,TOTAL,UK,2013-01-01,18.1
TOTAL,B_MD60,PC,T,TOTAL,UK,2014-01-01,23.6
TOTAL,B_MD60,PC,T,TOTAL,UK,2015-01-01,22.1
TOTAL,B_MD60,PC,T,TOTAL,UK,2016-01-01,22.2
TOTAL,B_MD60,PC,T,TOTAL,UK,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,AT,2003-01-01,9.5
TOTAL,TOTAL,PC,T,TOTAL,AT,2004-01-01,10.2
TOTAL,TOTAL,PC,T,TOTAL,AT,2005-01-01,10.0
TOTAL,TOTAL,PC,T,TOTAL,AT,2006-01-01,10.3
TOTAL,TOTAL,PC,T,TOTAL,AT,2007-01-01,9.4
TOTAL,TOTAL,PC,T,TOTAL,AT,2008-01-01,13.3
TOTAL,TOTAL,PC,T,TOTAL,AT,2009-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,AT,2010-01-01,14.8
TOTAL,TOTAL,PC,T,TOTAL,AT,2011-01-01,13.9
TOTAL,TOTAL,PC,T,TOTAL,AT,2012-01-01,11.8
TOTAL,TOTAL,PC,T,TOTAL,AT,2013-01-01,12.5
TOTAL,TOTAL,PC,T,TOTAL,AT,2014-01-01,10.0
TOTAL,TOTAL,PC,T,TOTAL,AT,2015-01-01,11.7
TOTAL,TOTAL,PC,T,TOTAL,AT,2016-01-01,11.2
TOTAL,TOTAL,PC,T,TOTAL,AT,2017-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,BE,2003-01-01,13.7
TOTAL,TOTAL,PC,T,TOTAL,BE,2004-01-01,13.5
TOTAL,TOTAL,PC,T,TOTAL,BE,2005-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,BE,2006-01-01,14.8
TOTAL,TOTAL,PC,T,TOTAL,BE,2007-01-01,14.2
TOTAL,TOTAL,PC,T,TOTAL,BE,2008-01-01,18.0
TOTAL,TOTAL,PC,T,TOTAL,BE,2009-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,BE,2010-01-01,19.0
TOTAL,TOTAL,PC,T,TOTAL,BE,2011-01-01,21.2
TOTAL,TOTAL,PC,T,TOTAL,BE,2012-01-01,18.7
TOTAL,TOTAL,PC,T,TOTAL,BE,2013-01-01,18.1
TOTAL,TOTAL,PC,T,TOTAL,BE,2014-01-01,17.5
TOTAL,TOTAL,PC,T,TOTAL,BE,2015-01-01,18.2
TOTAL,TOTAL,PC,T,TOTAL,BE,2016-01-01,19.3
TOTAL,TOTAL,PC,T,TOTAL,BE,2017-01-01,18.5
TOTAL,TOTAL,PC,T,TOTAL,BG,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,BG,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,BG,2005-01-01,30.7
TOTAL,TOTAL,PC,T,TOTAL,BG,2006-01-01,30.7
TOTAL,TOTAL,PC,T,TOTAL,BG,2007-01-01,14.8
TOTAL,TOTAL,PC,T,TOTAL,BG,2008-01-01,30.4
TOTAL,TOTAL,PC,T,TOTAL,BG,2009-01-01,23.9
TOTAL,TOTAL,PC,T,TOTAL,BG,2010-01-01,15.4
TOTAL,TOTAL,PC,T,TOTAL,BG,2011-01-01,14.9
TOTAL,TOTAL,PC,T,TOTAL,BG,2012-01-01,13.8
TOTAL,TOTAL,PC,T,TOTAL,BG,2013-01-01,12.9
TOTAL,TOTAL,PC,T,TOTAL,BG,2014-01-01,13.2
TOTAL,TOTAL,PC,T,TOTAL,BG,2015-01-01,12.9
TOTAL,TOTAL,PC,T,TOTAL,BG,2016-01-01,12.3
TOTAL,TOTAL,PC,T,TOTAL,BG,2017-01-01,12.2
TOTAL,TOTAL,PC,T,TOTAL,CH,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CH,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CH,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CH,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CH,2007-01-01,8.4
TOTAL,TOTAL,PC,T,TOTAL,CH,2008-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,CH,2009-01-01,8.6
TOTAL,TOTAL,PC,T,TOTAL,CH,2010-01-01,8.9
TOTAL,TOTAL,PC,T,TOTAL,CH,2011-01-01,10.6
TOTAL,TOTAL,PC,T,TOTAL,CH,2012-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,CH,2013-01-01,11.5
TOTAL,TOTAL,PC,T,TOTAL,CH,2014-01-01,11.3
TOTAL,TOTAL,PC,T,TOTAL,CH,2015-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,CH,2016-01-01,12.7
TOTAL,TOTAL,PC,T,TOTAL,CH,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CY,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CY,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CY,2005-01-01,36.3
TOTAL,TOTAL,PC,T,TOTAL,CY,2006-01-01,32.9
TOTAL,TOTAL,PC,T,TOTAL,CY,2007-01-01,30.1
TOTAL,TOTAL,PC,T,TOTAL,CY,2008-01-01,26.5
TOTAL,TOTAL,PC,T,TOTAL,CY,2009-01-01,29.6
TOTAL,TOTAL,PC,T,TOTAL,CY,2010-01-01,30.0
TOTAL,TOTAL,PC,T,TOTAL,CY,2011-01-01,29.8
TOTAL,TOTAL,PC,T,TOTAL,CY,2012-01-01,30.0
TOTAL,TOTAL,PC,T,TOTAL,CY,2013-01-01,31.1
TOTAL,TOTAL,PC,T,TOTAL,CY,2014-01-01,25.5
TOTAL,TOTAL,PC,T,TOTAL,CY,2015-01-01,26.5
TOTAL,TOTAL,PC,T,TOTAL,CY,2016-01-01,27.1
TOTAL,TOTAL,PC,T,TOTAL,CY,2017-01-01,29.3
TOTAL,TOTAL,PC,T,TOTAL,CZ,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CZ,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,CZ,2005-01-01,20.5
TOTAL,TOTAL,PC,T,TOTAL,CZ,2006-01-01,21.2
TOTAL,TOTAL,PC,T,TOTAL,CZ,2007-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,CZ,2008-01-01,13.8
TOTAL,TOTAL,PC,T,TOTAL,CZ,2009-01-01,14.6
TOTAL,TOTAL,PC,T,TOTAL,CZ,2010-01-01,11.8
TOTAL,TOTAL,PC,T,TOTAL,CZ,2011-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,CZ,2012-01-01,10.5
TOTAL,TOTAL,PC,T,TOTAL,CZ,2013-01-01,10.0
TOTAL,TOTAL,PC,T,TOTAL,CZ,2014-01-01,9.2
TOTAL,TOTAL,PC,T,TOTAL,CZ,2015-01-01,8.9
TOTAL,TOTAL,PC,T,TOTAL,CZ,2016-01-01,8.2
TOTAL,TOTAL,PC,T,TOTAL,CZ,2017-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,DE,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,DE,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,DE,2005-01-01,14.2
TOTAL,TOTAL,PC,T,TOTAL,DE,2006-01-01,15.4
TOTAL,TOTAL,PC,T,TOTAL,DE,2007-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,DE,2008-01-01,14.0
TOTAL,TOTAL,PC,T,TOTAL,DE,2009-01-01,14.0
TOTAL,TOTAL,PC,T,TOTAL,DE,2010-01-01,13.3
TOTAL,TOTAL,PC,T,TOTAL,DE,2011-01-01,13.7
TOTAL,TOTAL,PC,T,TOTAL,DE,2012-01-01,13.5
TOTAL,TOTAL,PC,T,TOTAL,DE,2013-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,DE,2014-01-01,12.3
TOTAL,TOTAL,PC,T,TOTAL,DE,2015-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,DE,2016-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,DE,2017-01-01,12.5
TOTAL,TOTAL,PC,T,TOTAL,DK,2003-01-01,8.2
TOTAL,TOTAL,PC,T,TOTAL,DK,2004-01-01,8.5
TOTAL,TOTAL,PC,T,TOTAL,DK,2005-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,DK,2006-01-01,9.0
TOTAL,TOTAL,PC,T,TOTAL,DK,2007-01-01,10.6
TOTAL,TOTAL,PC,T,TOTAL,DK,2008-01-01,8.7
TOTAL,TOTAL,PC,T,TOTAL,DK,2009-01-01,7.8
TOTAL,TOTAL,PC,T,TOTAL,DK,2010-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,DK,2011-01-01,16.3
TOTAL,TOTAL,PC,T,TOTAL,DK,2012-01-01,17.6
TOTAL,TOTAL,PC,T,TOTAL,DK,2013-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,DK,2014-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,DK,2015-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,DK,2016-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,DK,2017-01-01,14.9
TOTAL,TOTAL,PC,T,TOTAL,EA18,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EA18,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EA18,2005-01-01,16.4
TOTAL,TOTAL,PC,T,TOTAL,EA18,2006-01-01,16.5
TOTAL,TOTAL,PC,T,TOTAL,EA18,2007-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,EA18,2008-01-01,15.8
TOTAL,TOTAL,PC,T,TOTAL,EA18,2009-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EA18,2010-01-01,16.4
TOTAL,TOTAL,PC,T,TOTAL,EA18,2011-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,EA18,2012-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,EA18,2013-01-01,16.3
TOTAL,TOTAL,PC,T,TOTAL,EA18,2014-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,EA18,2015-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EA18,2016-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,EA18,2017-01-01,13.4
TOTAL,TOTAL,PC,T,TOTAL,EA19,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EA19,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EA19,2005-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,EA19,2006-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,EA19,2007-01-01,16.2
TOTAL,TOTAL,PC,T,TOTAL,EA19,2008-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,EA19,2009-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EA19,2010-01-01,16.4
TOTAL,TOTAL,PC,T,TOTAL,EA19,2011-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,EA19,2012-01-01,15.3
TOTAL,TOTAL,PC,T,TOTAL,EA19,2013-01-01,16.3
TOTAL,TOTAL,PC,T,TOTAL,EA19,2014-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,EA19,2015-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EA19,2016-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EA19,2017-01-01,13.4
TOTAL,TOTAL,PC,T,TOTAL,EE,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EE,2004-01-01,29.8
TOTAL,TOTAL,PC,T,TOTAL,EE,2005-01-01,24.6
TOTAL,TOTAL,PC,T,TOTAL,EE,2006-01-01,23.7
TOTAL,TOTAL,PC,T,TOTAL,EE,2007-01-01,21.6
TOTAL,TOTAL,PC,T,TOTAL,EE,2008-01-01,17.1
TOTAL,TOTAL,PC,T,TOTAL,EE,2009-01-01,20.2
TOTAL,TOTAL,PC,T,TOTAL,EE,2010-01-01,18.8
TOTAL,TOTAL,PC,T,TOTAL,EE,2011-01-01,19.2
TOTAL,TOTAL,PC,T,TOTAL,EE,2012-01-01,19.4
TOTAL,TOTAL,PC,T,TOTAL,EE,2013-01-01,17.5
TOTAL,TOTAL,PC,T,TOTAL,EE,2014-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,EE,2015-01-01,13.4
TOTAL,TOTAL,PC,T,TOTAL,EE,2016-01-01,13.9
TOTAL,TOTAL,PC,T,TOTAL,EE,2017-01-01,13.9
TOTAL,TOTAL,PC,T,TOTAL,EL,2003-01-01,21.0
TOTAL,TOTAL,PC,T,TOTAL,EL,2004-01-01,19.7
TOTAL,TOTAL,PC,T,TOTAL,EL,2005-01-01,20.9
TOTAL,TOTAL,PC,T,TOTAL,EL,2006-01-01,20.4
TOTAL,TOTAL,PC,T,TOTAL,EL,2007-01-01,19.4
TOTAL,TOTAL,PC,T,TOTAL,EL,2008-01-01,18.6
TOTAL,TOTAL,PC,T,TOTAL,EL,2009-01-01,17.6
TOTAL,TOTAL,PC,T,TOTAL,EL,2010-01-01,17.1
TOTAL,TOTAL,PC,T,TOTAL,EL,2011-01-01,15.3
TOTAL,TOTAL,PC,T,TOTAL,EL,2012-01-01,14.7
TOTAL,TOTAL,PC,T,TOTAL,EL,2013-01-01,14.0
TOTAL,TOTAL,PC,T,TOTAL,EL,2014-01-01,13.7
TOTAL,TOTAL,PC,T,TOTAL,EL,2015-01-01,15.1
TOTAL,TOTAL,PC,T,TOTAL,EL,2016-01-01,14.7
TOTAL,TOTAL,PC,T,TOTAL,EL,2017-01-01,13.5
TOTAL,TOTAL,PC,T,TOTAL,ES,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,ES,2004-01-01,20.6
TOTAL,TOTAL,PC,T,TOTAL,ES,2005-01-01,17.9
TOTAL,TOTAL,PC,T,TOTAL,ES,2006-01-01,18.5
TOTAL,TOTAL,PC,T,TOTAL,ES,2007-01-01,19.0
TOTAL,TOTAL,PC,T,TOTAL,ES,2008-01-01,16.8
TOTAL,TOTAL,PC,T,TOTAL,ES,2009-01-01,18.3
TOTAL,TOTAL,PC,T,TOTAL,ES,2010-01-01,21.8
TOTAL,TOTAL,PC,T,TOTAL,ES,2011-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,ES,2012-01-01,12.0
TOTAL,TOTAL,PC,T,TOTAL,ES,2013-01-01,16.7
TOTAL,TOTAL,PC,T,TOTAL,ES,2014-01-01,17.1
TOTAL,TOTAL,PC,T,TOTAL,ES,2015-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,ES,2016-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,ES,2017-01-01,11.5
TOTAL,TOTAL,PC,T,TOTAL,EU,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2007-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2008-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2009-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2010-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2011-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,EU,2012-01-01,15.1
TOTAL,TOTAL,PC,T,TOTAL,EU,2013-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,EU,2014-01-01,15.7
TOTAL,TOTAL,PC,T,TOTAL,EU,2015-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,EU,2016-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU,2017-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,EU27,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU27,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU27,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU27,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU27,2007-01-01,18.0
TOTAL,TOTAL,PC,T,TOTAL,EU27,2008-01-01,16.9
TOTAL,TOTAL,PC,T,TOTAL,EU27,2009-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,EU27,2010-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,EU27,2011-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,EU27,2012-01-01,15.1
TOTAL,TOTAL,PC,T,TOTAL,EU27,2013-01-01,15.7
TOTAL,TOTAL,PC,T,TOTAL,EU27,2014-01-01,15.8
TOTAL,TOTAL,PC,T,TOTAL,EU27,2015-01-01,15.3
TOTAL,TOTAL,PC,T,TOTAL,EU27,2016-01-01,15.4
TOTAL,TOTAL,PC,T,TOTAL,EU27,2017-01-01,13.2
TOTAL,TOTAL,PC,T,TOTAL,EU28,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2007-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2008-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2009-01-01,
TOTAL,TOTAL,PC,T,TOTAL,EU28,2010-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,EU28,2011-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,EU28,2012-01-01,15.1
TOTAL,TOTAL,PC,T,TOTAL,EU28,2013-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,EU28,2014-01-01,15.7
TOTAL,TOTAL,PC,T,TOTAL,EU28,2015-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,EU28,2016-01-01,15.4
TOTAL,TOTAL,PC,T,TOTAL,EU28,2017-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,FI,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,FI,2004-01-01,4.6
TOTAL,TOTAL,PC,T,TOTAL,FI,2005-01-01,4.9
TOTAL,TOTAL,PC,T,TOTAL,FI,2006-01-01,4.5
TOTAL,TOTAL,PC,T,TOTAL,FI,2007-01-01,4.9
TOTAL,TOTAL,PC,T,TOTAL,FI,2008-01-01,4.4
TOTAL,TOTAL,PC,T,TOTAL,FI,2009-01-01,4.9
TOTAL,TOTAL,PC,T,TOTAL,FI,2010-01-01,5.0
TOTAL,TOTAL,PC,T,TOTAL,FI,2011-01-01,5.7
TOTAL,TOTAL,PC,T,TOTAL,FI,2012-01-01,6.0
TOTAL,TOTAL,PC,T,TOTAL,FI,2013-01-01,5.2
TOTAL,TOTAL,PC,T,TOTAL,FI,2014-01-01,5.0
TOTAL,TOTAL,PC,T,TOTAL,FI,2015-01-01,4.4
TOTAL,TOTAL,PC,T,TOTAL,FI,2016-01-01,4.7
TOTAL,TOTAL,PC,T,TOTAL,FI,2017-01-01,4.2
TOTAL,TOTAL,PC,T,TOTAL,FR,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,FR,2004-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,FR,2005-01-01,12.3
TOTAL,TOTAL,PC,T,TOTAL,FR,2006-01-01,12.0
TOTAL,TOTAL,PC,T,TOTAL,FR,2007-01-01,13.7
TOTAL,TOTAL,PC,T,TOTAL,FR,2008-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,FR,2009-01-01,12.6
TOTAL,TOTAL,PC,T,TOTAL,FR,2010-01-01,12.5
TOTAL,TOTAL,PC,T,TOTAL,FR,2011-01-01,10.9
TOTAL,TOTAL,PC,T,TOTAL,FR,2012-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,FR,2013-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,FR,2014-01-01,13.4
TOTAL,TOTAL,PC,T,TOTAL,FR,2015-01-01,12.6
TOTAL,TOTAL,PC,T,TOTAL,FR,2016-01-01,14.0
TOTAL,TOTAL,PC,T,TOTAL,FR,2017-01-01,11.1
TOTAL,TOTAL,PC,T,TOTAL,HR,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2007-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2008-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2009-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HR,2010-01-01,19.8
TOTAL,TOTAL,PC,T,TOTAL,HR,2011-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,HR,2012-01-01,13.3
TOTAL,TOTAL,PC,T,TOTAL,HR,2013-01-01,13.1
TOTAL,TOTAL,PC,T,TOTAL,HR,2014-01-01,11.7
TOTAL,TOTAL,PC,T,TOTAL,HR,2015-01-01,10.9
TOTAL,TOTAL,PC,T,TOTAL,HR,2016-01-01,11.5
TOTAL,TOTAL,PC,T,TOTAL,HR,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HU,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HU,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,HU,2005-01-01,33.3
TOTAL,TOTAL,PC,T,TOTAL,HU,2006-01-01,27.0
TOTAL,TOTAL,PC,T,TOTAL,HU,2007-01-01,19.2
TOTAL,TOTAL,PC,T,TOTAL,HU,2008-01-01,30.8
TOTAL,TOTAL,PC,T,TOTAL,HU,2009-01-01,14.5
TOTAL,TOTAL,PC,T,TOTAL,HU,2010-01-01,24.2
TOTAL,TOTAL,PC,T,TOTAL,HU,2011-01-01,22.1
TOTAL,TOTAL,PC,T,TOTAL,HU,2012-01-01,24.7
TOTAL,TOTAL,PC,T,TOTAL,HU,2013-01-01,26.7
TOTAL,TOTAL,PC,T,TOTAL,HU,2014-01-01,26.9
TOTAL,TOTAL,PC,T,TOTAL,HU,2015-01-01,25.4
TOTAL,TOTAL,PC,T,TOTAL,HU,2016-01-01,26.7
TOTAL,TOTAL,PC,T,TOTAL,HU,2017-01-01,24.8
TOTAL,TOTAL,PC,T,TOTAL,IE,2003-01-01,12.9
TOTAL,TOTAL,PC,T,TOTAL,IE,2004-01-01,13.5
TOTAL,TOTAL,PC,T,TOTAL,IE,2005-01-01,12.1
TOTAL,TOTAL,PC,T,TOTAL,IE,2006-01-01,14.9
TOTAL,TOTAL,PC,T,TOTAL,IE,2007-01-01,14.9
TOTAL,TOTAL,PC,T,TOTAL,IE,2008-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,IE,2009-01-01,13.2
TOTAL,TOTAL,PC,T,TOTAL,IE,2010-01-01,12.6
TOTAL,TOTAL,PC,T,TOTAL,IE,2011-01-01,11.1
TOTAL,TOTAL,PC,T,TOTAL,IE,2012-01-01,13.0
TOTAL,TOTAL,PC,T,TOTAL,IE,2013-01-01,14.3
TOTAL,TOTAL,PC,T,TOTAL,IE,2014-01-01,14.5
TOTAL,TOTAL,PC,T,TOTAL,IE,2015-01-01,13.6
TOTAL,TOTAL,PC,T,TOTAL,IE,2016-01-01,13.4
TOTAL,TOTAL,PC,T,TOTAL,IE,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,IS,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,IS,2004-01-01,20.3
TOTAL,TOTAL,PC,T,TOTAL,IS,2005-01-01,19.2
TOTAL,TOTAL,PC,T,TOTAL,IS,2006-01-01,12.9
TOTAL,TOTAL,PC,T,TOTAL,IS,2007-01-01,11.1
TOTAL,TOTAL,PC,T,TOTAL,IS,2008-01-01,19.9
TOTAL,TOTAL,PC,T,TOTAL,IS,2009-01-01,17.4
TOTAL,TOTAL,PC,T,TOTAL,IS,2010-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,IS,2011-01-01,16.0
TOTAL,TOTAL,PC,T,TOTAL,IS,2012-01-01,18.6
TOTAL,TOTAL,PC,T,TOTAL,IS,2013-01-01,18.0
TOTAL,TOTAL,PC,T,TOTAL,IS,2014-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,IS,2015-01-01,19.3
TOTAL,TOTAL,PC,T,TOTAL,IS,2016-01-01,18.6
TOTAL,TOTAL,PC,T,TOTAL,IS,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,IT,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,IT,2004-01-01,23.2
TOTAL,TOTAL,PC,T,TOTAL,IT,2005-01-01,22.6
TOTAL,TOTAL,PC,T,TOTAL,IT,2006-01-01,22.0
TOTAL,TOTAL,PC,T,TOTAL,IT,2007-01-01,21.4
TOTAL,TOTAL,PC,T,TOTAL,IT,2008-01-01,20.6
TOTAL,TOTAL,PC,T,TOTAL,IT,2009-01-01,20.9
TOTAL,TOTAL,PC,T,TOTAL,IT,2010-01-01,20.5
TOTAL,TOTAL,PC,T,TOTAL,IT,2011-01-01,23.4
TOTAL,TOTAL,PC,T,TOTAL,IT,2012-01-01,21.4
TOTAL,TOTAL,PC,T,TOTAL,IT,2013-01-01,22.9
TOTAL,TOTAL,PC,T,TOTAL,IT,2014-01-01,25.0
TOTAL,TOTAL,PC,T,TOTAL,IT,2015-01-01,24.1
TOTAL,TOTAL,PC,T,TOTAL,IT,2016-01-01,21.0
TOTAL,TOTAL,PC,T,TOTAL,IT,2017-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,LT,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,LT,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,LT,2005-01-01,31.9
TOTAL,TOTAL,PC,T,TOTAL,LT,2006-01-01,28.5
TOTAL,TOTAL,PC,T,TOTAL,LT,2007-01-01,25.2
TOTAL,TOTAL,PC,T,TOTAL,LT,2008-01-01,25.1
TOTAL,TOTAL,PC,T,TOTAL,LT,2009-01-01,21.2
