unit,partner,geotime,date,value
PC,PARL,DE,2010-01-01,45.0
PC,PARL,DE,2011-01-01,39.0
PC,PARL,DE,2012-01-01,45.0
PC,PARL,DE,2013-01-01,41.0
PC,PARL,DE,2014-01-01,43.0
PC,PARL,DE,2015-01-01,36.0
PC,PARL,DE,2016-01-01,48.0
PC,PARL,DE,2017-01-01,54.0
PC,PARL,DK,1999-01-01,51.0
PC,PARL,DK,2000-01-01,50.0
PC,PARL,DK,2001-01-01,58.0
PC,PARL,DK,2002-01-01,59.0
PC,PARL,DK,2003-01-01,55.0
PC,PARL,DK,2004-01-01,60.0
PC,PARL,DK,2005-01-01,58.0
PC,PARL,DK,2006-01-01,62.0
PC,PARL,DK,2007-01-01,70.0
PC,PARL,DK,2008-01-01,63.0
PC,PARL,DK,2009-01-01,64.0
PC,PARL,DK,2010-01-01,67.0
PC,PARL,DK,2011-01-01,60.0
PC,PARL,DK,2012-01-01,67.0
PC,PARL,DK,2013-01-01,60.0
PC,PARL,DK,2014-01-01,59.0
PC,PARL,DK,2015-01-01,58.0
PC,PARL,DK,2016-01-01,51.0
PC,PARL,DK,2017-01-01,60.0
PC,PARL,EE,1999-01-01,
PC,PARL,EE,2000-01-01,
PC,PARL,EE,2001-01-01,
PC,PARL,EE,2002-01-01,
PC,PARL,EE,2003-01-01,
PC,PARL,EE,2004-01-01,62.0
PC,PARL,EE,2005-01-01,49.0
PC,PARL,EE,2006-01-01,59.0
PC,PARL,EE,2007-01-01,61.0
PC,PARL,EE,2008-01-01,61.0
PC,PARL,EE,2009-01-01,65.0
PC,PARL,EE,2010-01-01,62.0
PC,PARL,EE,2011-01-01,53.0
PC,PARL,EE,2012-01-01,57.0
PC,PARL,EE,2013-01-01,57.0
PC,PARL,EE,2014-01-01,49.0
PC,PARL,EE,2015-01-01,45.0
PC,PARL,EE,2016-01-01,48.0
PC,PARL,EE,2017-01-01,50.0
PC,PARL,EL,1999-01-01,61.0
PC,PARL,EL,2000-01-01,60.0
PC,PARL,EL,2001-01-01,62.0
PC,PARL,EL,2002-01-01,61.0
PC,PARL,EL,2003-01-01,67.0
PC,PARL,EL,2004-01-01,66.0
PC,PARL,EL,2005-01-01,62.0
PC,PARL,EL,2006-01-01,70.0
PC,PARL,EL,2007-01-01,77.0
PC,PARL,EL,2008-01-01,59.0
PC,PARL,EL,2009-01-01,60.0
PC,PARL,EL,2010-01-01,38.0
PC,PARL,EL,2011-01-01,32.0
PC,PARL,EL,2012-01-01,28.0
PC,PARL,EL,2013-01-01,28.0
PC,PARL,EL,2014-01-01,32.0
PC,PARL,EL,2015-01-01,26.0
PC,PARL,EL,2016-01-01,28.0
PC,PARL,EL,2017-01-01,30.0
PC,PARL,ES,1999-01-01,62.0
PC,PARL,ES,2000-01-01,71.0
PC,PARL,ES,2001-01-01,63.0
PC,PARL,ES,2002-01-01,64.0
PC,PARL,ES,2003-01-01,62.0
PC,PARL,ES,2004-01-01,64.0
PC,PARL,ES,2005-01-01,52.0
PC,PARL,ES,2006-01-01,51.0
PC,PARL,ES,2007-01-01,62.0
PC,PARL,ES,2008-01-01,57.0
PC,PARL,ES,2009-01-01,53.0
PC,PARL,ES,2010-01-01,39.0
PC,PARL,ES,2011-01-01,33.0
PC,PARL,ES,2012-01-01,25.0
PC,PARL,ES,2013-01-01,23.0
PC,PARL,ES,2014-01-01,28.0
PC,PARL,ES,2015-01-01,27.0
PC,PARL,ES,2016-01-01,33.0
PC,PARL,ES,2017-01-01,41.0
PC,PARL,EU28,1999-01-01,53.0
PC,PARL,EU28,2000-01-01,53.0
PC,PARL,EU28,2001-01-01,57.0
PC,PARL,EU28,2002-01-01,59.0
PC,PARL,EU28,2003-01-01,54.0
PC,PARL,EU28,2004-01-01,57.0
PC,PARL,EU28,2005-01-01,51.0
PC,PARL,EU28,2006-01-01,52.0
PC,PARL,EU28,2007-01-01,55.0
PC,PARL,EU28,2008-01-01,51.0
PC,PARL,EU28,2009-01-01,50.0
PC,PARL,EU28,2010-01-01,48.0
PC,PARL,EU28,2011-01-01,41.0
PC,PARL,EU28,2012-01-01,44.0
PC,PARL,EU28,2013-01-01,39.0
PC,PARL,EU28,2014-01-01,42.0
PC,PARL,EU28,2015-01-01,38.0
PC,PARL,EU28,2016-01-01,42.0
PC,PARL,EU28,2017-01-01,45.0
PC,PARL,FI,1999-01-01,53.0
PC,PARL,FI,2000-01-01,51.0
PC,PARL,FI,2001-01-01,55.0
PC,PARL,FI,2002-01-01,57.0
PC,PARL,FI,2003-01-01,58.0
PC,PARL,FI,2004-01-01,63.0
PC,PARL,FI,2005-01-01,52.0
PC,PARL,FI,2006-01-01,56.0
PC,PARL,FI,2007-01-01,53.0
PC,PARL,FI,2008-01-01,59.0
PC,PARL,FI,2009-01-01,61.0
PC,PARL,FI,2010-01-01,54.0
PC,PARL,FI,2011-01-01,56.0
PC,PARL,FI,2012-01-01,57.0
PC,PARL,FI,2013-01-01,54.0
PC,PARL,FI,2014-01-01,59.0
PC,PARL,FI,2015-01-01,54.0
PC,PARL,FI,2016-01-01,61.0
PC,PARL,FI,2017-01-01,63.0
PC,PARL,FR,1999-01-01,54.0
PC,PARL,FR,2000-01-01,55.0
PC,PARL,FR,2001-01-01,59.0
PC,PARL,FR,2002-01-01,62.0
PC,PARL,FR,2003-01-01,54.0
PC,PARL,FR,2004-01-01,59.0
PC,PARL,FR,2005-01-01,49.0
PC,PARL,FR,2006-01-01,50.0
PC,PARL,FR,2007-01-01,58.0
PC,PARL,FR,2008-01-01,52.0
PC,PARL,FR,2009-01-01,44.0
PC,PARL,FR,2010-01-01,46.0
PC,PARL,FR,2011-01-01,40.0
PC,PARL,FR,2012-01-01,47.0
PC,PARL,FR,2013-01-01,38.0
PC,PARL,FR,2014-01-01,38.0
PC,PARL,FR,2015-01-01,33.0
PC,PARL,FR,2016-01-01,34.0
PC,PARL,FR,2017-01-01,39.0
PC,PARL,HR,1999-01-01,
PC,PARL,HR,2000-01-01,
PC,PARL,HR,2001-01-01,
PC,PARL,HR,2002-01-01,
PC,PARL,HR,2003-01-01,
PC,PARL,HR,2004-01-01,52.0
PC,PARL,HR,2005-01-01,47.0
PC,PARL,HR,2006-01-01,46.0
PC,PARL,HR,2007-01-01,40.0
PC,PARL,HR,2008-01-01,39.0
PC,PARL,HR,2009-01-01,36.0
PC,PARL,HR,2010-01-01,41.0
PC,PARL,HR,2011-01-01,39.0
PC,PARL,HR,2012-01-01,40.0
PC,PARL,HR,2013-01-01,44.0
PC,PARL,HR,2014-01-01,45.0
PC,PARL,HR,2015-01-01,53.0
PC,PARL,HR,2016-01-01,46.0
PC,PARL,HR,2017-01-01,50.0
PC,PARL,HU,1999-01-01,
PC,PARL,HU,2000-01-01,
PC,PARL,HU,2001-01-01,
PC,PARL,HU,2002-01-01,
PC,PARL,HU,2003-01-01,
PC,PARL,HU,2004-01-01,68.0
PC,PARL,HU,2005-01-01,62.0
PC,PARL,HU,2006-01-01,65.0
PC,PARL,HU,2007-01-01,67.0
PC,PARL,HU,2008-01-01,59.0
PC,PARL,HU,2009-01-01,60.0
PC,PARL,HU,2010-01-01,68.0
PC,PARL,HU,2011-01-01,56.0
PC,PARL,HU,2012-01-01,57.0
PC,PARL,HU,2013-01-01,58.0
PC,PARL,HU,2014-01-01,52.0
PC,PARL,HU,2015-01-01,51.0
PC,PARL,HU,2016-01-01,50.0
PC,PARL,HU,2017-01-01,53.0
PC,PARL,IE,1999-01-01,66.0
PC,PARL,IE,2000-01-01,66.0
PC,PARL,IE,2001-01-01,70.0
PC,PARL,IE,2002-01-01,71.0
PC,PARL,IE,2003-01-01,63.0
PC,PARL,IE,2004-01-01,70.0
PC,PARL,IE,2005-01-01,60.0
PC,PARL,IE,2006-01-01,66.0
PC,PARL,IE,2007-01-01,63.0
PC,PARL,IE,2008-01-01,54.0
PC,PARL,IE,2009-01-01,54.0
PC,PARL,IE,2010-01-01,50.0
PC,PARL,IE,2011-01-01,53.0
PC,PARL,IE,2012-01-01,43.0
PC,PARL,IE,2013-01-01,42.0
PC,PARL,IE,2014-01-01,43.0
PC,PARL,IE,2015-01-01,45.0
PC,PARL,IE,2016-01-01,54.0
PC,PARL,IE,2017-01-01,54.0
PC,PARL,IS,1999-01-01,
PC,PARL,IS,2000-01-01,
PC,PARL,IS,2001-01-01,
PC,PARL,IS,2002-01-01,
PC,PARL,IS,2003-01-01,
PC,PARL,IS,2004-01-01,
PC,PARL,IS,2005-01-01,
PC,PARL,IS,2006-01-01,
PC,PARL,IS,2007-01-01,
PC,PARL,IS,2008-01-01,
PC,PARL,IS,2009-01-01,
PC,PARL,IS,2010-01-01,54.0
PC,PARL,IS,2011-01-01,44.0
PC,PARL,IS,2012-01-01,46.0
PC,PARL,IS,2013-01-01,52.0
PC,PARL,IS,2014-01-01,59.0
PC,PARL,IS,2015-01-01,
PC,PARL,IS,2016-01-01,
PC,PARL,IS,2017-01-01,
PC,PARL,IT,1999-01-01,70.0
PC,PARL,IT,2000-01-01,71.0
PC,PARL,IT,2001-01-01,72.0
PC,PARL,IT,2002-01-01,74.0
PC,PARL,IT,2003-01-01,69.0
PC,PARL,IT,2004-01-01,63.0
PC,PARL,IT,2005-01-01,61.0
PC,PARL,IT,2006-01-01,56.0
PC,PARL,IT,2007-01-01,53.0
PC,PARL,IT,2008-01-01,53.0
PC,PARL,IT,2009-01-01,54.0
PC,PARL,IT,2010-01-01,55.0
PC,PARL,IT,2011-01-01,45.0
PC,PARL,IT,2012-01-01,43.0
PC,PARL,IT,2013-01-01,36.0
PC,PARL,IT,2014-01-01,39.0
PC,PARL,IT,2015-01-01,40.0
PC,PARL,IT,2016-01-01,38.0
PC,PARL,IT,2017-01-01,42.0
PC,PARL,LT,1999-01-01,
PC,PARL,LT,2000-01-01,
PC,PARL,LT,2001-01-01,
PC,PARL,LT,2002-01-01,
PC,PARL,LT,2003-01-01,
PC,PARL,LT,2004-01-01,66.0
PC,PARL,LT,2005-01-01,55.0
PC,PARL,LT,2006-01-01,60.0
PC,PARL,LT,2007-01-01,57.0
PC,PARL,LT,2008-01-01,57.0
PC,PARL,LT,2009-01-01,52.0
PC,PARL,LT,2010-01-01,57.0
PC,PARL,LT,2011-01-01,51.0
PC,PARL,LT,2012-01-01,56.0
PC,PARL,LT,2013-01-01,53.0
PC,PARL,LT,2014-01-01,61.0
PC,PARL,LT,2015-01-01,60.0
PC,PARL,LT,2016-01-01,61.0
PC,PARL,LT,2017-01-01,59.0
PC,PARL,LU,1999-01-01,58.0
PC,PARL,LU,2000-01-01,66.0
PC,PARL,LU,2001-01-01,75.0
PC,PARL,LU,2002-01-01,75.0
PC,PARL,LU,2003-01-01,66.0
PC,PARL,LU,2004-01-01,71.0
PC,PARL,LU,2005-01-01,68.0
PC,PARL,LU,2006-01-01,63.0
PC,PARL,LU,2007-01-01,65.0
PC,PARL,LU,2008-01-01,64.0
PC,PARL,LU,2009-01-01,66.0
PC,PARL,LU,2010-01-01,64.0
PC,PARL,LU,2011-01-01,60.0
PC,PARL,LU,2012-01-01,60.0
PC,PARL,LU,2013-01-01,59.0
PC,PARL,LU,2014-01-01,58.0
PC,PARL,LU,2015-01-01,60.0
PC,PARL,LU,2016-01-01,64.0
PC,PARL,LU,2017-01-01,62.0
PC,PARL,LV,1999-01-01,
PC,PARL,LV,2000-01-01,
PC,PARL,LV,2001-01-01,
PC,PARL,LV,2002-01-01,
PC,PARL,LV,2003-01-01,
PC,PARL,LV,2004-01-01,45.0
PC,PARL,LV,2005-01-01,44.0
PC,PARL,LV,2006-01-01,47.0
PC,PARL,LV,2007-01-01,44.0
PC,PARL,LV,2008-01-01,41.0
PC,PARL,LV,2009-01-01,41.0
PC,PARL,LV,2010-01-01,45.0
PC,PARL,LV,2011-01-01,38.0
PC,PARL,LV,2012-01-01,43.0
PC,PARL,LV,2013-01-01,40.0
PC,PARL,LV,2014-01-01,48.0
PC,PARL,LV,2015-01-01,41.0
PC,PARL,LV,2016-01-01,44.0
PC,PARL,LV,2017-01-01,47.0
PC,PARL,ME,1999-01-01,
PC,PARL,ME,2000-01-01,
PC,PARL,ME,2001-01-01,
PC,PARL,ME,2002-01-01,
PC,PARL,ME,2003-01-01,
PC,PARL,ME,2004-01-01,
PC,PARL,ME,2005-01-01,
PC,PARL,ME,2006-01-01,
PC,PARL,ME,2007-01-01,
PC,PARL,ME,2008-01-01,
PC,PARL,ME,2009-01-01,
PC,PARL,ME,2010-01-01,
PC,PARL,ME,2011-01-01,52.0
PC,PARL,ME,2012-01-01,43.0
PC,PARL,ME,2013-01-01,41.0
PC,PARL,ME,2014-01-01,43.0
PC,PARL,ME,2015-01-01,46.0
PC,PARL,ME,2016-01-01,47.0
PC,PARL,ME,2017-01-01,
PC,PARL,MK,1999-01-01,
PC,PARL,MK,2000-01-01,
PC,PARL,MK,2001-01-01,
PC,PARL,MK,2002-01-01,
PC,PARL,MK,2003-01-01,
PC,PARL,MK,2004-01-01,
PC,PARL,MK,2005-01-01,
PC,PARL,MK,2006-01-01,
PC,PARL,MK,2007-01-01,57.0
PC,PARL,MK,2008-01-01,49.0
PC,PARL,MK,2009-01-01,45.0
PC,PARL,MK,2010-01-01,44.0
PC,PARL,MK,2011-01-01,39.0
PC,PARL,MK,2012-01-01,40.0
PC,PARL,MK,2013-01-01,40.0
PC,PARL,MK,2014-01-01,42.0
PC,PARL,MK,2015-01-01,41.0
PC,PARL,MK,2016-01-01,44.0
PC,PARL,MK,2017-01-01,
PC,PARL,MT,1999-01-01,
PC,PARL,MT,2000-01-01,
PC,PARL,MT,2001-01-01,
PC,PARL,MT,2002-01-01,
PC,PARL,MT,2003-01-01,
PC,PARL,MT,2004-01-01,58.0
PC,PARL,MT,2005-01-01,63.0
PC,PARL,MT,2006-01-01,59.0
PC,PARL,MT,2007-01-01,63.0
PC,PARL,MT,2008-01-01,64.0
PC,PARL,MT,2009-01-01,58.0
PC,PARL,MT,2010-01-01,53.0
PC,PARL,MT,2011-01-01,48.0
PC,PARL,MT,2012-01-01,55.0
PC,PARL,MT,2013-01-01,54.0
PC,PARL,MT,2014-01-01,58.0
PC,PARL,MT,2015-01-01,55.0
PC,PARL,MT,2016-01-01,54.0
PC,PARL,MT,2017-01-01,54.0
PC,PARL,NL,1999-01-01,53.0
PC,PARL,NL,2000-01-01,54.0
PC,PARL,NL,2001-01-01,62.0
PC,PARL,NL,2002-01-01,65.0
PC,PARL,NL,2003-01-01,59.0
PC,PARL,NL,2004-01-01,63.0
PC,PARL,NL,2005-01-01,53.0
PC,PARL,NL,2006-01-01,58.0
PC,PARL,NL,2007-01-01,61.0
PC,PARL,NL,2008-01-01,58.0
PC,PARL,NL,2009-01-01,60.0
PC,PARL,NL,2010-01-01,63.0
PC,PARL,NL,2011-01-01,50.0
PC,PARL,NL,2012-01-01,55.0
PC,PARL,NL,2013-01-01,47.0
PC,PARL,NL,2014-01-01,53.0
PC,PARL,NL,2015-01-01,50.0
PC,PARL,NL,2016-01-01,52.0
PC,PARL,NL,2017-01-01,58.0
PC,PARL,PL,1999-01-01,
PC,PARL,PL,2000-01-01,
PC,PARL,PL,2001-01-01,
PC,PARL,PL,2002-01-01,
PC,PARL,PL,2003-01-01,
PC,PARL,PL,2004-01-01,51.0
PC,PARL,PL,2005-01-01,49.0
PC,PARL,PL,2006-01-01,59.0
PC,PARL,PL,2007-01-01,60.0
PC,PARL,PL,2008-01-01,52.0
PC,PARL,PL,2009-01-01,51.0
PC,PARL,PL,2010-01-01,57.0
PC,PARL,PL,2011-01-01,51.0
PC,PARL,PL,2012-01-01,60.0
PC,PARL,PL,2013-01-01,51.0
PC,PARL,PL,2014-01-01,52.0
PC,PARL,PL,2015-01-01,43.0
PC,PARL,PL,2016-01-01,51.0
PC,PARL,PL,2017-01-01,43.0
PC,PARL,PT,1999-01-01,66.0
PC,PARL,PT,2000-01-01,56.0
PC,PARL,PT,2001-01-01,59.0
PC,PARL,PT,2002-01-01,59.0
PC,PARL,PT,2003-01-01,56.0
PC,PARL,PT,2004-01-01,64.0
PC,PARL,PT,2005-01-01,67.0
PC,PARL,PT,2006-01-01,61.0
PC,PARL,PT,2007-01-01,63.0
PC,PARL,PT,2008-01-01,57.0
PC,PARL,PT,2009-01-01,63.0
PC,PARL,PT,2010-01-01,55.0
PC,PARL,PT,2011-01-01,44.0
PC,PARL,PT,2012-01-01,46.0
PC,PARL,PT,2013-01-01,33.0
PC,PARL,PT,2014-01-01,44.0
PC,PARL,PT,2015-01-01,43.0
PC,PARL,PT,2016-01-01,48.0
PC,PARL,PT,2017-01-01,49.0
PC,PARL,RO,1999-01-01,
PC,PARL,RO,2000-01-01,
PC,PARL,RO,2001-01-01,
PC,PARL,RO,2002-01-01,
PC,PARL,RO,2003-01-01,
PC,PARL,RO,2004-01-01,65.0
PC,PARL,RO,2005-01-01,68.0
PC,PARL,RO,2006-01-01,64.0
PC,PARL,RO,2007-01-01,72.0
PC,PARL,RO,2008-01-01,63.0
PC,PARL,RO,2009-01-01,65.0
PC,PARL,RO,2010-01-01,60.0
PC,PARL,RO,2011-01-01,61.0
PC,PARL,RO,2012-01-01,55.0
PC,PARL,RO,2013-01-01,49.0
PC,PARL,RO,2014-01-01,60.0
PC,PARL,RO,2015-01-01,59.0
PC,PARL,RO,2016-01-01,55.0
PC,PARL,RO,2017-01-01,56.0
PC,PARL,SE,1999-01-01,43.0
PC,PARL,SE,2000-01-01,44.0
PC,PARL,SE,2001-01-01,54.0
PC,PARL,SE,2002-01-01,51.0
PC,PARL,SE,2003-01-01,52.0
PC,PARL,SE,2004-01-01,55.0
PC,PARL,SE,2005-01-01,48.0
PC,PARL,SE,2006-01-01,58.0
PC,PARL,SE,2007-01-01,57.0
PC,PARL,SE,2008-01-01,57.0
PC,PARL,SE,2009-01-01,57.0
PC,PARL,SE,2010-01-01,60.0
PC,PARL,SE,2011-01-01,59.0
PC,PARL,SE,2012-01-01,58.0
PC,PARL,SE,2013-01-01,56.0
PC,PARL,SE,2014-01-01,56.0
PC,PARL,SE,2015-01-01,59.0
PC,PARL,SE,2016-01-01,59.0
PC,PARL,SE,2017-01-01,65.0
PC,PARL,SI,1999-01-01,
PC,PARL,SI,2000-01-01,
PC,PARL,SI,2001-01-01,
PC,PARL,SI,2002-01-01,
PC,PARL,SI,2003-01-01,
PC,PARL,SI,2004-01-01,66.0
PC,PARL,SI,2005-01-01,61.0
PC,PARL,SI,2006-01-01,73.0
PC,PARL,SI,2007-01-01,63.0
PC,PARL,SI,2008-01-01,62.0
PC,PARL,SI,2009-01-01,46.0
PC,PARL,SI,2010-01-01,49.0
PC,PARL,SI,2011-01-01,43.0
PC,PARL,SI,2012-01-01,48.0
PC,PARL,SI,2013-01-01,37.0
PC,PARL,SI,2014-01-01,41.0
PC,PARL,SI,2015-01-01,30.0
PC,PARL,SI,2016-01-01,32.0
PC,PARL,SI,2017-01-01,38.0
PC,PARL,SK,1999-01-01,
PC,PARL,SK,2000-01-01,
PC,PARL,SK,2001-01-01,
PC,PARL,SK,2002-01-01,
PC,PARL,SK,2003-01-01,
PC,PARL,SK,2004-01-01,70.0
PC,PARL,SK,2005-01-01,65.0
PC,PARL,SK,2006-01-01,71.0
PC,PARL,SK,2007-01-01,70.0
PC,PARL,SK,2008-01-01,70.0
PC,PARL,SK,2009-01-01,71.0
PC,PARL,SK,2010-01-01,76.0
PC,PARL,SK,2011-01-01,58.0
PC,PARL,SK,2012-01-01,54.0
PC,PARL,SK,2013-01-01,56.0
PC,PARL,SK,2014-01-01,50.0
PC,PARL,SK,2015-01-01,41.0
PC,PARL,SK,2016-01-01,46.0
PC,PARL,SK,2017-01-01,46.0
PC,PARL,TR,1999-01-01,
PC,PARL,TR,2000-01-01,
PC,PARL,TR,2001-01-01,
PC,PARL,TR,2002-01-01,
PC,PARL,TR,2003-01-01,
PC,PARL,TR,2004-01-01,41.0
PC,PARL,TR,2005-01-01,36.0
PC,PARL,TR,2006-01-01,34.0
PC,PARL,TR,2007-01-01,20.0
PC,PARL,TR,2008-01-01,19.0
PC,PARL,TR,2009-01-01,27.0
PC,PARL,TR,2010-01-01,14.0
PC,PARL,TR,2011-01-01,14.0
PC,PARL,TR,2012-01-01,21.0
PC,PARL,TR,2013-01-01,30.0
PC,PARL,TR,2014-01-01,21.0
PC,PARL,TR,2015-01-01,41.0
PC,PARL,TR,2016-01-01,34.0
PC,PARL,TR,2017-01-01,
PC,PARL,UK,1999-01-01,28.0
PC,PARL,UK,2000-01-01,28.0
PC,PARL,UK,2001-01-01,37.0
PC,PARL,UK,2002-01-01,34.0
PC,PARL,UK,2003-01-01,31.0
PC,PARL,UK,2004-01-01,39.0
PC,PARL,UK,2005-01-01,27.0
PC,PARL,UK,2006-01-01,25.0
PC,PARL,UK,2007-01-01,25.0
PC,PARL,UK,2008-01-01,27.0
PC,PARL,UK,2009-01-01,25.0
PC,PARL,UK,2010-01-01,23.0
PC,PARL,UK,2011-01-01,18.0
PC,PARL,UK,2012-01-01,24.0
PC,PARL,UK,2013-01-01,20.0
PC,PARL,UK,2014-01-01,27.0
PC,PARL,UK,2015-01-01,26.0
PC,PARL,UK,2016-01-01,32.0
PC,PARL,UK,2017-01-01,32.0
