cpatc,unit,geotime,date,value
Y02W_X_1030_3030_9010,P_MHAB,SE,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SI,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SK,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,UK,2013-01-01,
