sex,age,indic_eu,unit,geotime,date,value
T,TOTAL,T2020_53,THS_PER,HU,2010-01-01,2129.0
T,TOTAL,T2020_53,THS_PER,HU,2011-01-01,2294.0
T,TOTAL,T2020_53,THS_PER,HU,2012-01-01,2573.0
T,TOTAL,T2020_53,THS_PER,HU,2013-01-01,2709.0
T,TOTAL,T2020_53,THS_PER,HU,2014-01-01,2338.0
T,TOTAL,T2020_53,THS_PER,HU,2015-01-01,1878.0
T,TOTAL,T2020_53,THS_PER,HU,2016-01-01,1567.0
T,TOTAL,T2020_53,THS_PER,HU,2017-01-01,1400.0
T,TOTAL,T2020_53,THS_PER,IE,2003-01-01,223.0
T,TOTAL,T2020_53,THS_PER,IE,2004-01-01,195.0
T,TOTAL,T2020_53,THS_PER,IE,2005-01-01,213.0
T,TOTAL,T2020_53,THS_PER,IE,2006-01-01,205.0
T,TOTAL,T2020_53,THS_PER,IE,2007-01-01,195.0
T,TOTAL,T2020_53,THS_PER,IE,2008-01-01,245.0
T,TOTAL,T2020_53,THS_PER,IE,2009-01-01,274.0
T,TOTAL,T2020_53,THS_PER,IE,2010-01-01,256.0
T,TOTAL,T2020_53,THS_PER,IE,2011-01-01,352.0
T,TOTAL,T2020_53,THS_PER,IE,2012-01-01,450.0
T,TOTAL,T2020_53,THS_PER,IE,2013-01-01,455.0
T,TOTAL,T2020_53,THS_PER,IE,2014-01-01,385.0
T,TOTAL,T2020_53,THS_PER,IE,2015-01-01,348.0
T,TOTAL,T2020_53,THS_PER,IE,2016-01-01,305.0
T,TOTAL,T2020_53,THS_PER,IE,2017-01-01,
T,TOTAL,T2020_53,THS_PER,IS,2003-01-01,
T,TOTAL,T2020_53,THS_PER,IS,2004-01-01,7.0
T,TOTAL,T2020_53,THS_PER,IS,2005-01-01,8.0
T,TOTAL,T2020_53,THS_PER,IS,2006-01-01,6.0
T,TOTAL,T2020_53,THS_PER,IS,2007-01-01,6.0
T,TOTAL,T2020_53,THS_PER,IS,2008-01-01,3.0
T,TOTAL,T2020_53,THS_PER,IS,2009-01-01,3.0
T,TOTAL,T2020_53,THS_PER,IS,2010-01-01,5.0
T,TOTAL,T2020_53,THS_PER,IS,2011-01-01,6.0
T,TOTAL,T2020_53,THS_PER,IS,2012-01-01,7.0
T,TOTAL,T2020_53,THS_PER,IS,2013-01-01,6.0
T,TOTAL,T2020_53,THS_PER,IS,2014-01-01,4.0
T,TOTAL,T2020_53,THS_PER,IS,2015-01-01,5.0
T,TOTAL,T2020_53,THS_PER,IS,2016-01-01,6.0
T,TOTAL,T2020_53,THS_PER,IS,2017-01-01,
T,TOTAL,T2020_53,THS_PER,IT,2003-01-01,
T,TOTAL,T2020_53,THS_PER,IT,2004-01-01,4020.0
T,TOTAL,T2020_53,THS_PER,IT,2005-01-01,3951.0
T,TOTAL,T2020_53,THS_PER,IT,2006-01-01,3765.0
T,TOTAL,T2020_53,THS_PER,IT,2007-01-01,4125.0
T,TOTAL,T2020_53,THS_PER,IT,2008-01-01,4432.0
T,TOTAL,T2020_53,THS_PER,IT,2009-01-01,4345.0
T,TOTAL,T2020_53,THS_PER,IT,2010-01-01,4403.0
T,TOTAL,T2020_53,THS_PER,IT,2011-01-01,6655.0
T,TOTAL,T2020_53,THS_PER,IT,2012-01-01,8694.0
T,TOTAL,T2020_53,THS_PER,IT,2013-01-01,7464.0
T,TOTAL,T2020_53,THS_PER,IT,2014-01-01,7031.0
T,TOTAL,T2020_53,THS_PER,IT,2015-01-01,6981.0
T,TOTAL,T2020_53,THS_PER,IT,2016-01-01,7312.0
T,TOTAL,T2020_53,THS_PER,IT,2017-01-01,6117.0
T,TOTAL,T2020_53,THS_PER,LT,2003-01-01,
T,TOTAL,T2020_53,THS_PER,LT,2004-01-01,
T,TOTAL,T2020_53,THS_PER,LT,2005-01-01,1110.0
T,TOTAL,T2020_53,THS_PER,LT,2006-01-01,856.0
T,TOTAL,T2020_53,THS_PER,LT,2007-01-01,558.0
T,TOTAL,T2020_53,THS_PER,LT,2008-01-01,402.0
T,TOTAL,T2020_53,THS_PER,LT,2009-01-01,497.0
T,TOTAL,T2020_53,THS_PER,LT,2010-01-01,624.0
T,TOTAL,T2020_53,THS_PER,LT,2011-01-01,580.0
T,TOTAL,T2020_53,THS_PER,LT,2012-01-01,596.0
T,TOTAL,T2020_53,THS_PER,LT,2013-01-01,476.0
T,TOTAL,T2020_53,THS_PER,LT,2014-01-01,400.0
T,TOTAL,T2020_53,THS_PER,LT,2015-01-01,407.0
T,TOTAL,T2020_53,THS_PER,LT,2016-01-01,391.0
T,TOTAL,T2020_53,THS_PER,LT,2017-01-01,352.0
T,TOTAL,T2020_53,THS_PER,LU,2003-01-01,8.0
T,TOTAL,T2020_53,THS_PER,LU,2004-01-01,4.0
T,TOTAL,T2020_53,THS_PER,LU,2005-01-01,8.0
T,TOTAL,T2020_53,THS_PER,LU,2006-01-01,5.0
T,TOTAL,T2020_53,THS_PER,LU,2007-01-01,4.0
T,TOTAL,T2020_53,THS_PER,LU,2008-01-01,3.0
T,TOTAL,T2020_53,THS_PER,LU,2009-01-01,5.0
T,TOTAL,T2020_53,THS_PER,LU,2010-01-01,3.0
T,TOTAL,T2020_53,THS_PER,LU,2011-01-01,6.0
T,TOTAL,T2020_53,THS_PER,LU,2012-01-01,7.0
T,TOTAL,T2020_53,THS_PER,LU,2013-01-01,9.0
T,TOTAL,T2020_53,THS_PER,LU,2014-01-01,7.0
T,TOTAL,T2020_53,THS_PER,LU,2015-01-01,10.0
T,TOTAL,T2020_53,THS_PER,LU,2016-01-01,9.0
T,TOTAL,T2020_53,THS_PER,LU,2017-01-01,7.0
T,TOTAL,T2020_53,THS_PER,LV,2003-01-01,
T,TOTAL,T2020_53,THS_PER,LV,2004-01-01,
T,TOTAL,T2020_53,THS_PER,LV,2005-01-01,874.0
T,TOTAL,T2020_53,THS_PER,LV,2006-01-01,688.0
T,TOTAL,T2020_53,THS_PER,LV,2007-01-01,523.0
T,TOTAL,T2020_53,THS_PER,LV,2008-01-01,416.0
T,TOTAL,T2020_53,THS_PER,LV,2009-01-01,472.0
T,TOTAL,T2020_53,THS_PER,LV,2010-01-01,578.0
T,TOTAL,T2020_53,THS_PER,LV,2011-01-01,634.0
T,TOTAL,T2020_53,THS_PER,LV,2012-01-01,518.0
T,TOTAL,T2020_53,THS_PER,LV,2013-01-01,480.0
T,TOTAL,T2020_53,THS_PER,LV,2014-01-01,379.0
T,TOTAL,T2020_53,THS_PER,LV,2015-01-01,322.0
T,TOTAL,T2020_53,THS_PER,LV,2016-01-01,248.0
T,TOTAL,T2020_53,THS_PER,LV,2017-01-01,218.0
T,TOTAL,T2020_53,THS_PER,MK,2003-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2004-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2005-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2006-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2007-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2008-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2009-01-01,
T,TOTAL,T2020_53,THS_PER,MK,2010-01-01,713.0
T,TOTAL,T2020_53,THS_PER,MK,2011-01-01,830.0
T,TOTAL,T2020_53,THS_PER,MK,2012-01-01,843.0
T,TOTAL,T2020_53,THS_PER,MK,2013-01-01,777.0
T,TOTAL,T2020_53,THS_PER,MK,2014-01-01,739.0
T,TOTAL,T2020_53,THS_PER,MK,2015-01-01,630.0
T,TOTAL,T2020_53,THS_PER,MK,2016-01-01,622.0
T,TOTAL,T2020_53,THS_PER,MK,2017-01-01,
T,TOTAL,T2020_53,THS_PER,MT,2003-01-01,
T,TOTAL,T2020_53,THS_PER,MT,2004-01-01,
T,TOTAL,T2020_53,THS_PER,MT,2005-01-01,22.0
T,TOTAL,T2020_53,THS_PER,MT,2006-01-01,16.0
T,TOTAL,T2020_53,THS_PER,MT,2007-01-01,17.0
T,TOTAL,T2020_53,THS_PER,MT,2008-01-01,17.0
T,TOTAL,T2020_53,THS_PER,MT,2009-01-01,20.0
T,TOTAL,T2020_53,THS_PER,MT,2010-01-01,26.0
T,TOTAL,T2020_53,THS_PER,MT,2011-01-01,27.0
T,TOTAL,T2020_53,THS_PER,MT,2012-01-01,37.0
T,TOTAL,T2020_53,THS_PER,MT,2013-01-01,39.0
T,TOTAL,T2020_53,THS_PER,MT,2014-01-01,43.0
T,TOTAL,T2020_53,THS_PER,MT,2015-01-01,34.0
T,TOTAL,T2020_53,THS_PER,MT,2016-01-01,19.0
T,TOTAL,T2020_53,THS_PER,MT,2017-01-01,14.0
T,TOTAL,T2020_53,THS_PER,NL,2003-01-01,
T,TOTAL,T2020_53,THS_PER,NL,2004-01-01,
T,TOTAL,T2020_53,THS_PER,NL,2005-01-01,403.0
T,TOTAL,T2020_53,THS_PER,NL,2006-01-01,370.0
T,TOTAL,T2020_53,THS_PER,NL,2007-01-01,279.0
T,TOTAL,T2020_53,THS_PER,NL,2008-01-01,252.0
T,TOTAL,T2020_53,THS_PER,NL,2009-01-01,237.0
T,TOTAL,T2020_53,THS_PER,NL,2010-01-01,366.0
T,TOTAL,T2020_53,THS_PER,NL,2011-01-01,407.0
T,TOTAL,T2020_53,THS_PER,NL,2012-01-01,387.0
T,TOTAL,T2020_53,THS_PER,NL,2013-01-01,416.0
T,TOTAL,T2020_53,THS_PER,NL,2014-01-01,526.0
T,TOTAL,T2020_53,THS_PER,NL,2015-01-01,429.0
T,TOTAL,T2020_53,THS_PER,NL,2016-01-01,435.0
T,TOTAL,T2020_53,THS_PER,NL,2017-01-01,437.0
T,TOTAL,T2020_53,THS_PER,NO,2003-01-01,144.0
T,TOTAL,T2020_53,THS_PER,NO,2004-01-01,123.0
T,TOTAL,T2020_53,THS_PER,NO,2005-01-01,162.0
T,TOTAL,T2020_53,THS_PER,NO,2006-01-01,128.0
T,TOTAL,T2020_53,THS_PER,NO,2007-01-01,108.0
T,TOTAL,T2020_53,THS_PER,NO,2008-01-01,92.0
T,TOTAL,T2020_53,THS_PER,NO,2009-01-01,105.0
T,TOTAL,T2020_53,THS_PER,NO,2010-01-01,98.0
T,TOTAL,T2020_53,THS_PER,NO,2011-01-01,111.0
T,TOTAL,T2020_53,THS_PER,NO,2012-01-01,87.0
T,TOTAL,T2020_53,THS_PER,NO,2013-01-01,97.0
T,TOTAL,T2020_53,THS_PER,NO,2014-01-01,62.0
T,TOTAL,T2020_53,THS_PER,NO,2015-01-01,89.0
T,TOTAL,T2020_53,THS_PER,NO,2016-01-01,103.0
T,TOTAL,T2020_53,THS_PER,NO,2017-01-01,99.0
T,TOTAL,T2020_53,THS_PER,PL,2003-01-01,
T,TOTAL,T2020_53,THS_PER,PL,2004-01-01,
T,TOTAL,T2020_53,THS_PER,PL,2005-01-01,12752.0
T,TOTAL,T2020_53,THS_PER,PL,2006-01-01,10445.0
T,TOTAL,T2020_53,THS_PER,PL,2007-01-01,8415.0
T,TOTAL,T2020_53,THS_PER,PL,2008-01-01,6680.0
T,TOTAL,T2020_53,THS_PER,PL,2009-01-01,5625.0
T,TOTAL,T2020_53,THS_PER,PL,2010-01-01,5331.0
T,TOTAL,T2020_53,THS_PER,PL,2011-01-01,4885.0
T,TOTAL,T2020_53,THS_PER,PL,2012-01-01,5108.0
T,TOTAL,T2020_53,THS_PER,PL,2013-01-01,4486.0
T,TOTAL,T2020_53,THS_PER,PL,2014-01-01,3918.0
T,TOTAL,T2020_53,THS_PER,PL,2015-01-01,3032.0
T,TOTAL,T2020_53,THS_PER,PL,2016-01-01,2507.0
T,TOTAL,T2020_53,THS_PER,PL,2017-01-01,2203.0
T,TOTAL,T2020_53,THS_PER,PT,2003-01-01,
T,TOTAL,T2020_53,THS_PER,PT,2004-01-01,1032.0
T,TOTAL,T2020_53,THS_PER,PT,2005-01-01,979.0
T,TOTAL,T2020_53,THS_PER,PT,2006-01-01,958.0
T,TOTAL,T2020_53,THS_PER,PT,2007-01-01,1015.0
T,TOTAL,T2020_53,THS_PER,PT,2008-01-01,1029.0
T,TOTAL,T2020_53,THS_PER,PT,2009-01-01,965.0
T,TOTAL,T2020_53,THS_PER,PT,2010-01-01,958.0
T,TOTAL,T2020_53,THS_PER,PT,2011-01-01,881.0
T,TOTAL,T2020_53,THS_PER,PT,2012-01-01,910.0
T,TOTAL,T2020_53,THS_PER,PT,2013-01-01,1148.0
T,TOTAL,T2020_53,THS_PER,PT,2014-01-01,1108.0
T,TOTAL,T2020_53,THS_PER,PT,2015-01-01,997.0
T,TOTAL,T2020_53,THS_PER,PT,2016-01-01,865.0
T,TOTAL,T2020_53,THS_PER,PT,2017-01-01,708.0
T,TOTAL,T2020_53,THS_PER,RO,2003-01-01,
T,TOTAL,T2020_53,THS_PER,RO,2004-01-01,
T,TOTAL,T2020_53,THS_PER,RO,2005-01-01,
T,TOTAL,T2020_53,THS_PER,RO,2006-01-01,
T,TOTAL,T2020_53,THS_PER,RO,2007-01-01,8032.0
T,TOTAL,T2020_53,THS_PER,RO,2008-01-01,6757.0
T,TOTAL,T2020_53,THS_PER,RO,2009-01-01,6569.0
T,TOTAL,T2020_53,THS_PER,RO,2010-01-01,6186.0
T,TOTAL,T2020_53,THS_PER,RO,2011-01-01,5967.0
T,TOTAL,T2020_53,THS_PER,RO,2012-01-01,6247.0
T,TOTAL,T2020_53,THS_PER,RO,2013-01-01,5959.0
T,TOTAL,T2020_53,THS_PER,RO,2014-01-01,5167.0
T,TOTAL,T2020_53,THS_PER,RO,2015-01-01,4520.0
T,TOTAL,T2020_53,THS_PER,RO,2016-01-01,4707.0
T,TOTAL,T2020_53,THS_PER,RO,2017-01-01,3880.0
T,TOTAL,T2020_53,THS_PER,RS,2003-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2004-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2005-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2006-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2007-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2008-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2009-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2010-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2011-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2012-01-01,
T,TOTAL,T2020_53,THS_PER,RS,2013-01-01,1922.0
T,TOTAL,T2020_53,THS_PER,RS,2014-01-01,1873.0
T,TOTAL,T2020_53,THS_PER,RS,2015-01-01,1701.0
T,TOTAL,T2020_53,THS_PER,RS,2016-01-01,1374.0
T,TOTAL,T2020_53,THS_PER,RS,2017-01-01,
T,TOTAL,T2020_53,THS_PER,SE,2003-01-01,
T,TOTAL,T2020_53,THS_PER,SE,2004-01-01,269.0
T,TOTAL,T2020_53,THS_PER,SE,2005-01-01,216.0
T,TOTAL,T2020_53,THS_PER,SE,2006-01-01,192.0
T,TOTAL,T2020_53,THS_PER,SE,2007-01-01,197.0
T,TOTAL,T2020_53,THS_PER,SE,2008-01-01,161.0
T,TOTAL,T2020_53,THS_PER,SE,2009-01-01,186.0
T,TOTAL,T2020_53,THS_PER,SE,2010-01-01,177.0
T,TOTAL,T2020_53,THS_PER,SE,2011-01-01,162.0
T,TOTAL,T2020_53,THS_PER,SE,2012-01-01,170.0
T,TOTAL,T2020_53,THS_PER,SE,2013-01-01,181.0
T,TOTAL,T2020_53,THS_PER,SE,2014-01-01,96.0
T,TOTAL,T2020_53,THS_PER,SE,2015-01-01,112.0
T,TOTAL,T2020_53,THS_PER,SE,2016-01-01,80.0
T,TOTAL,T2020_53,THS_PER,SE,2017-01-01,113.0
T,TOTAL,T2020_53,THS_PER,SI,2003-01-01,
T,TOTAL,T2020_53,THS_PER,SI,2004-01-01,
T,TOTAL,T2020_53,THS_PER,SI,2005-01-01,100.0
T,TOTAL,T2020_53,THS_PER,SI,2006-01-01,102.0
T,TOTAL,T2020_53,THS_PER,SI,2007-01-01,100.0
T,TOTAL,T2020_53,THS_PER,SI,2008-01-01,130.0
T,TOTAL,T2020_53,THS_PER,SI,2009-01-01,121.0
T,TOTAL,T2020_53,THS_PER,SI,2010-01-01,119.0
T,TOTAL,T2020_53,THS_PER,SI,2011-01-01,122.0
T,TOTAL,T2020_53,THS_PER,SI,2012-01-01,133.0
T,TOTAL,T2020_53,THS_PER,SI,2013-01-01,134.0
T,TOTAL,T2020_53,THS_PER,SI,2014-01-01,133.0
T,TOTAL,T2020_53,THS_PER,SI,2015-01-01,116.0
T,TOTAL,T2020_53,THS_PER,SI,2016-01-01,108.0
T,TOTAL,T2020_53,THS_PER,SI,2017-01-01,92.0
T,TOTAL,T2020_53,THS_PER,SK,2003-01-01,
T,TOTAL,T2020_53,THS_PER,SK,2004-01-01,
T,TOTAL,T2020_53,THS_PER,SK,2005-01-01,1189.0
T,TOTAL,T2020_53,THS_PER,SK,2006-01-01,980.0
T,TOTAL,T2020_53,THS_PER,SK,2007-01-01,739.0
T,TOTAL,T2020_53,THS_PER,SK,2008-01-01,636.0
T,TOTAL,T2020_53,THS_PER,SK,2009-01-01,601.0
T,TOTAL,T2020_53,THS_PER,SK,2010-01-01,621.0
T,TOTAL,T2020_53,THS_PER,SK,2011-01-01,571.0
T,TOTAL,T2020_53,THS_PER,SK,2012-01-01,565.0
T,TOTAL,T2020_53,THS_PER,SK,2013-01-01,554.0
T,TOTAL,T2020_53,THS_PER,SK,2014-01-01,514.0
T,TOTAL,T2020_53,THS_PER,SK,2015-01-01,471.0
T,TOTAL,T2020_53,THS_PER,SK,2016-01-01,432.0
T,TOTAL,T2020_53,THS_PER,SK,2017-01-01,369.0
T,TOTAL,T2020_53,THS_PER,TR,2003-01-01,
T,TOTAL,T2020_53,THS_PER,TR,2004-01-01,
T,TOTAL,T2020_53,THS_PER,TR,2005-01-01,
T,TOTAL,T2020_53,THS_PER,TR,2006-01-01,40827.0
T,TOTAL,T2020_53,THS_PER,TR,2007-01-01,40237.0
T,TOTAL,T2020_53,THS_PER,TR,2008-01-01,39912.0
T,TOTAL,T2020_53,THS_PER,TR,2009-01-01,40016.0
T,TOTAL,T2020_53,THS_PER,TR,2010-01-01,42342.0
T,TOTAL,T2020_53,THS_PER,TR,2011-01-01,41918.0
T,TOTAL,T2020_53,THS_PER,TR,2012-01-01,40482.0
T,TOTAL,T2020_53,THS_PER,TR,2013-01-01,32613.0
T,TOTAL,T2020_53,THS_PER,TR,2014-01-01,22215.0
T,TOTAL,T2020_53,THS_PER,TR,2015-01-01,23102.0
T,TOTAL,T2020_53,THS_PER,TR,2016-01-01,
T,TOTAL,T2020_53,THS_PER,TR,2017-01-01,
T,TOTAL,T2020_53,THS_PER,UK,2003-01-01,
T,TOTAL,T2020_53,THS_PER,UK,2004-01-01,
T,TOTAL,T2020_53,THS_PER,UK,2005-01-01,3083.0
T,TOTAL,T2020_53,THS_PER,UK,2006-01-01,2704.0
T,TOTAL,T2020_53,THS_PER,UK,2007-01-01,2491.0
T,TOTAL,T2020_53,THS_PER,UK,2008-01-01,2739.0
T,TOTAL,T2020_53,THS_PER,UK,2009-01-01,2034.0
T,TOTAL,T2020_53,THS_PER,UK,2010-01-01,2972.0
T,TOTAL,T2020_53,THS_PER,UK,2011-01-01,3137.0
T,TOTAL,T2020_53,THS_PER,UK,2012-01-01,4878.0
T,TOTAL,T2020_53,THS_PER,UK,2013-01-01,5219.0
T,TOTAL,T2020_53,THS_PER,UK,2014-01-01,4677.0
T,TOTAL,T2020_53,THS_PER,UK,2015-01-01,3904.0
T,TOTAL,T2020_53,THS_PER,UK,2016-01-01,3353.0
T,TOTAL,T2020_53,THS_PER,UK,2017-01-01,3102.0
