age,indic_il,sex,indic_eu,unit,geotime,date,value
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2000-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2001-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2002-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2007-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2008-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2009-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2010-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2011-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2012-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2013-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2014-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2015-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2016-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RO,2017-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2010-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2011-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2012-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2013-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2014-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2015-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2016-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,RS,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,1997-01-01,8
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,1999-01-01,8
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2001-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2002-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2004-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2005-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2006-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2007-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2008-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2009-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2010-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2011-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2012-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2013-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2014-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2015-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2016-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,SE,2017-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2000-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2001-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2002-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2005-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2006-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2007-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2008-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2009-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2010-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2011-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2012-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2013-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2014-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2015-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2016-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SI,2017-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2005-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2006-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2007-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2008-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2009-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2010-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2011-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2012-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2013-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2014-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2015-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2016-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,SK,2017-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2002-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2006-01-01,26
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2007-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2008-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2009-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2010-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2011-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2012-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2013-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2014-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2015-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2016-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,TR,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,1995-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,1996-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,1997-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,1998-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,1999-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2000-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2001-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2002-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2005-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2006-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2007-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2008-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2009-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2010-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2011-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2012-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2013-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2014-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2015-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2016-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,UK,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2003-01-01,1046
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2004-01-01,1047
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2005-01-01,1027
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2006-01-01,1027
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2007-01-01,986
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2008-01-01,1252
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2009-01-01,1201
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2010-01-01,1214
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2011-01-01,1207
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2012-01-01,1201
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2013-01-01,1203
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2014-01-01,1185
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2015-01-01,1178
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2016-01-01,1208
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,AT,2017-01-01,1245
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2003-01-01,1577
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2004-01-01,1492
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2005-01-01,1537
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2006-01-01,1531
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2007-01-01,1590
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2008-01-01,1554
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2009-01-01,1549
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2010-01-01,1566
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2011-01-01,1657
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2012-01-01,1667
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2013-01-01,1652
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2014-01-01,1704
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2015-01-01,1649
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2016-01-01,1745
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BE,2017-01-01,1798
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2006-01-01,1417
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2007-01-01,1691
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2008-01-01,1632
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2009-01-01,1657
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2010-01-01,1564
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2011-01-01,1672
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2012-01-01,1559
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2013-01-01,1528
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2014-01-01,1578
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2015-01-01,1586
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2016-01-01,1639
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,BG,2017-01-01,1665
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2007-01-01,1093
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2008-01-01,1157
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2009-01-01,1163
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2010-01-01,1130
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2011-01-01,1145
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2012-01-01,1227
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2013-01-01,1127
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2014-01-01,1109
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2015-01-01,1261
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2016-01-01,1204
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CH,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2005-01-01,120
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2006-01-01,119
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2007-01-01,120
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2008-01-01,124
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2009-01-01,126
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2010-01-01,128
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2011-01-01,124
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2012-01-01,127
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2013-01-01,132
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2014-01-01,123
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2015-01-01,137
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2016-01-01,136
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CY,2017-01-01,134
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2005-01-01,1049
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2006-01-01,1001
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2007-01-01,980
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2008-01-01,925
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2009-01-01,885
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2010-01-01,936
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2011-01-01,1022
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2012-01-01,990
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2013-01-01,886
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2014-01-01,1002
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2015-01-01,1006
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2016-01-01,1001
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,CZ,2017-01-01,948
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2005-01-01,9960
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2006-01-01,10232
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2007-01-01,12371
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2008-01-01,12389
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2009-01-01,12590
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2010-01-01,12648
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2011-01-01,12814
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2012-01-01,13030
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2013-01-01,12845
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2014-01-01,13337
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2015-01-01,13428
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2016-01-01,13418
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DE,2017-01-01,13139
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2003-01-01,620
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2004-01-01,583
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2005-01-01,632
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2006-01-01,628
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2007-01-01,627
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2008-01-01,643
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2009-01-01,716
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2010-01-01,728
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2011-01-01,665
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2012-01-01,662
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2013-01-01,664
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2014-01-01,678
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2015-01-01,686
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2016-01-01,675
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,DK,2017-01-01,704
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2002-01-01,
