unit,airsect,airpol,geotime,date,value
PC,SE1_RD_NRD,PM10,UK,1996-01-01,
PC,SE1_RD_NRD,PM10,UK,1997-01-01,
PC,SE1_RD_NRD,PM10,UK,1998-01-01,
PC,SE1_RD_NRD,PM10,UK,1999-01-01,
PC,SE1_RD_NRD,PM10,UK,2000-01-01,
PC,SE1_RD_NRD,PM10,UK,2001-01-01,
PC,SE1_RD_NRD,PM10,UK,2002-01-01,
PC,SE1_RD_NRD,PM10,UK,2003-01-01,
PC,SE1_RD_NRD,PM10,UK,2004-01-01,
PC,SE1_RD_NRD,PM10,UK,2005-01-01,
PC,SE1_RD_NRD,PM10,UK,2006-01-01,
PC,SE1_RD_NRD,PM10,UK,2007-01-01,
PC,SE1_RD_NRD,PM10,UK,2008-01-01,
PC,SE1_RD_NRD,PM10,UK,2009-01-01,
PC,SE1_RD_NRD,PM10,UK,2010-01-01,
PC,SE1_RD_NRD,PM10,UK,2011-01-01,
PC,SE1_RD_NRD,PM10,UK,2012-01-01,
PC,SE1_RD_NRD,PM10,UK,2013-01-01,
PC,SE1_RD_NRD,PM10,UK,2014-01-01,
PC,SE1_RD_NRD,PM10,UK,2015-01-01,
PC,SE1_RD_NRD,PM10,UK,2016-01-01,
